icon,name,rarity,value,description,monster
https://static.wikia.nocookie.net/monsterhunter/images/3/3f/MH4G-Scale_Icon_White.png,Giaprey Shard,8,360,"A superior scale carved from a Giaprey, used to forge high performance armor.",Giaprey
https://static.wikia.nocookie.net/monsterhunter/images/1/14/MH4G-Hide_Icon_Pink.png,Conga Pelt+,6,180,The hard pelt of a Conga. The thick fur can be used to make long-lasting equipment.,Conga
https://static.wikia.nocookie.net/monsterhunter/images/1/14/MH4G-Hide_Icon_Pink.png,Conga Fur,8,540,"The hard fur of a Conga has to be sanitized before use, but its toughness is top notch.",Conga
https://static.wikia.nocookie.net/monsterhunter/images/3/39/MH4G-Hide_Icon_White.png,Blango Fur,8,540,This tough Blango fur is as beautiful as it is fascinating to craft items with.,Blango
https://static.wikia.nocookie.net/monsterhunter/images/1/18/MH4G-Hide_Icon_Light_Green.png,Hydro Piel,8,1080,"This thick, durable hide of an aquatic monster is highly water-resistant.",Ludroth
https://static.wikia.nocookie.net/monsterhunter/images/7/7a/MH4G-Hide_Icon_Orange.png,Supple Piel,8,1380,"A flexible, elastic hide from a leviathan. A useful material that requires effort to obtain.",Ludroth
https://static.wikia.nocookie.net/monsterhunter/images/2/21/MH4G-Scale_Icon_Red.png,Uroktor Shard,8,1510,"A superior-quality Uroktor scale. Heat-resistant, bright crimson, and popular with the ladies.",Uroktor
https://static.wikia.nocookie.net/monsterhunter/images/7/7a/MH4G-Hide_Icon_Orange.png,Supple Piel,8,1380,"A flexible, elastic hide from a leviathan. A useful material that requires effort to obtain.",Uroktor
https://static.wikia.nocookie.net/monsterhunter/images/9/9c/FourthGen-Carapace_Icon_Red.png,Tiny Hermitaur Shell,8,400,A tiny piece of bone from a giant Carapaceon. It may be small but its value depends on its use.,Hermitaur
https://static.wikia.nocookie.net/monsterhunter/images/1/14/MH4G-Hide_Icon_Pink.png,Mosswine Thick Hide,9,320,"A thick, musty hide covered in moss.",Mosswine
https://static.wikia.nocookie.net/monsterhunter/images/7/7a/MH4G-Hide_Icon_Orange.png,Bullfango Thickfur,8,600,A top-quality pelt from a Bullfango. The fur is particularly dense and bristly.,Bullfango
https://static.wikia.nocookie.net/monsterhunter/images/6/6e/MH4G-Scale_Icon_Dark_Green.png,Great Maccao Shard,8,1320,An especially thick Great Maccao scale that's become hardened over the years.,Great Maccao
https://static.wikia.nocookie.net/monsterhunter/images/3/32/MH4G-Hide_Icon_Red.png,Great Maccao Piel,8,1500,"The high quality hide of a Great Maccao, made resilient from old wounds.",Great Maccao
https://static.wikia.nocookie.net/monsterhunter/images/b/b1/MH4G-Monster_Parts_Icon_Yellow.png,Glorious Crest,8,2400,This eye-catching plumage indicates alpha status in the Great Maccao hierarchy.,Great Maccao
https://static.wikia.nocookie.net/monsterhunter/images/b/b1/MH4G-Monster_Parts_Icon_Yellow.png,Maccao Tailspear,8,2160,"A particularly hefty tailspike, even by Maccao standards. Indispensable for crafting.",Great Maccao
https://static.wikia.nocookie.net/monsterhunter/images/1/16/MH4G-Ball_Icon_Yellow.png,Fey Wyvern Gem,9,9700,An exceptionally pure gem taken from a bird wyvern. Its fragility makes it difficult to carve.,Great Maccao
https://static.wikia.nocookie.net/monsterhunter/images/3/3e/MH4G-Hide_Icon_Blue.png,Velocidrome Piel,8,1440,"Dense Velocidrome hide. It can take a lot of punishment, as evidenced by all the scars.",Velocidrome
https://static.wikia.nocookie.net/monsterhunter/images/a/a4/MH4G-Claw_Icon_Blue.png,Velocidrome Talon,8,1200,"The sharpest of Velocidrome claws, allowing it to mercilessly rip its prey to shreds.",Velocidrome
https://static.wikia.nocookie.net/monsterhunter/images/1/16/MH4G-Ball_Icon_Yellow.png,Fey Wyvern Gem,9,9700,An exceptionally pure gem taken from a bird wyvern. Its fragility makes it difficult to carve.,Velocidrome
https://static.wikia.nocookie.net/monsterhunter/images/4/44/MH4G-Hide_Icon_Green.png,Gendrome Piel,8,2520,"Superior Gendrome hide, toughened by long years of leading the herd.",Gendrome
https://static.wikia.nocookie.net/monsterhunter/images/c/c2/MH4G-Claw_Icon_Green.png,Gendrome Hardfang,8,1200,"A mighty Gendrome fang, able to rend the flesh of prey and inject a vicious neurotoxin.",Gendrome
https://static.wikia.nocookie.net/monsterhunter/images/1/16/MH4G-Ball_Icon_Yellow.png,Fey Wyvern Gem,9,9700,An exceptionally pure gem taken from a bird wyvern. Its fragility makes it difficult to carve.,Gendrome
https://static.wikia.nocookie.net/monsterhunter/images/3/32/MH4G-Hide_Icon_Red.png,Iodrome Piel,8,2520,"High-grade Iodrome hide. Unbelievably strong, perfect for leading a large herd.",Iodrome
https://static.wikia.nocookie.net/monsterhunter/images/a/aa/MH4G-Scale_Icon_Purple.png,Iodrome Violet Shard,8,1200,"An Iodrome scale of the highest caliber, proven by its deep hue, virtually black.",Iodrome
https://static.wikia.nocookie.net/monsterhunter/images/1/16/MH4G-Ball_Icon_Yellow.png,Fey Wyvern Gem,9,9700,An exceptionally pure gem taken from a bird wyvern. Its fragility makes it difficult to carve.,Iodrome
https://static.wikia.nocookie.net/monsterhunter/images/3/39/MH4G-Hide_Icon_White.png,Giadrome Hide+,6,720,Extra-high quality hide carved from a Giadrome. Often used to forge powerful armor.,Giadrome
https://static.wikia.nocookie.net/monsterhunter/images/3/39/MH4G-Hide_Icon_White.png,Giadrome Piel,8,1440,"The best Giadrome hide one can find, used by any hunter wishing to survive the frozen wastes.",Giadrome
https://static.wikia.nocookie.net/monsterhunter/images/e/e4/MH4G-Claw_Icon_White.png,Giadrome Claw+,6,550,"Sharp claw recovered from a Giadrome. Used for weaponry, but also for decoration.",Giadrome
https://static.wikia.nocookie.net/monsterhunter/images/e/e4/MH4G-Claw_Icon_White.png,Giadrome Talon,8,1100,A thickened Giadrome claw. Keen-edged and able to cut like a blade.,Giadrome
https://static.wikia.nocookie.net/monsterhunter/images/b/b4/MH4G-Monster_Parts_Icon_White.png,Giadrome Head,7,1680,Giadromes seem quite proud of their beautifully colored crests. Wouldn't you be?,Giadrome
https://static.wikia.nocookie.net/monsterhunter/images/a/ac/MH4G-Ball_Icon_Blue.png,Bird Wyvern Gem,7,4850,A valuable gem that can be harvested from Jaggi and other bird wyverns.,Giadrome
https://static.wikia.nocookie.net/monsterhunter/images/1/16/MH4G-Ball_Icon_Yellow.png,Fey Wyvern Gem,9,9700,An exceptionally pure gem taken from a bird wyvern. Its fragility makes it difficult to carve.,Giadrome
https://static.wikia.nocookie.net/monsterhunter/images/3/3e/MH4G-Hide_Icon_Blue.png,Arzuros Fur,8,1980,"Exceptional Arzuros fur. Perfect for hunters to wrap up in, owing to it being both soft and tough.",Arzuros
https://static.wikia.nocookie.net/monsterhunter/images/1/14/FourthGen-Carapace_Icon_Blue.png,Arzuros Cortex,8,2430,A superior Arzuros cortex. This highly-developed shell is a huge thorn in all hunters' sides.,Arzuros
https://static.wikia.nocookie.net/monsterhunter/images/c/c2/MH4G-Monster_Parts_Icon_Blue.png,Arzuros Allbrace,8,3240,"A supreme brace found only on certain Arzuros. Its tough, thornlike protrusions silence foes.",Arzuros
https://static.wikia.nocookie.net/monsterhunter/images/3/32/MH4G-Hide_Icon_Red.png,Redhelm Fur,9,2790,The bristles in the Redhelm's fur show how shockingly ferocious it can be.,Redhelm Arzuros
https://static.wikia.nocookie.net/monsterhunter/images/9/9c/FourthGen-Carapace_Icon_Red.png,Redhelm Cortex,9,3420,"A superior Redhelm cortex. Extremely tough, evincing a ferocity that can dazzle the eye.",Redhelm Arzuros
https://static.wikia.nocookie.net/monsterhunter/images/3/32/MH4G-Hide_Icon_Red.png,Redhelm Zenith Furyhair,9,5130,"Redhelm head hair of the highest quality. Extremely thick, showing off the creature's pure rage.",Redhelm Arzuros
https://static.wikia.nocookie.net/monsterhunter/images/3/39/MH4G-Hide_Icon_White.png,Lagombi Fur,8,2520,"The very finest Lagombi fur, durable and yet surprisingly soft. A top-shelf item.",Lagombi
https://static.wikia.nocookie.net/monsterhunter/images/b/b4/MH4G-Monster_Parts_Icon_White.png,Lagombi Cuirass,8,2880,"Tougher and thicker even than Lagombi Plastrons, and glints from many ice-polishings.",Lagombi
https://static.wikia.nocookie.net/monsterhunter/images/e/e4/MH4G-Claw_Icon_White.png,Lagombi Frigidclaw,8,1890,"Fearsomely sharp and tough, even among Lagombi claws, able to tear up and freeze prey.",Lagombi
https://static.wikia.nocookie.net/monsterhunter/images/8/85/MH4G-Hide_Icon_Brown.png,Snowbaron Fur,9,3540,Particularly durable fur. The hairs feel wiry but the prickly sensation is actually quite comfortable.,Snowbaron Lagombi
https://static.wikia.nocookie.net/monsterhunter/images/4/44/MH4G-Monster_Parts_Icon_Purple.png,Snowbaron Cuirass,9,4050,"Even better than the Snowbaron Lagombi plastron, its pleasing shape approaches fine art.",Snowbaron Lagombi
https://static.wikia.nocookie.net/monsterhunter/images/9/9c/FourthGen-Carapace_Icon_Red.png,Volvidon Cortex,8,3150,"A heavy Volvidon cortex. Difficult to forge with, but can produce very powerful gear.",Volvidon
https://static.wikia.nocookie.net/monsterhunter/images/c/c9/MH4G-Claw_Icon_Red.png,Volvidon Talon,8,2520,A punishing Volvidon claw. Its solidity and sharpness is almost overwhelming.,Volvidon
https://static.wikia.nocookie.net/monsterhunter/images/8/8b/MH4G-Monster_Parts_Icon_Red.png,Large Volvi Rickrack,8,4500,A larger variety of Volvidon shell. It combines flexibility and durability in one package.,Volvidon
https://static.wikia.nocookie.net/monsterhunter/images/3/32/MH4G-Scale_Icon_Pink.png,Kut-Ku Shard,8,2250,A superb Kut-Ku scale. It's rare to see scales mature to this degree.,Yian Kut-Ku
https://static.wikia.nocookie.net/monsterhunter/images/b/b7/FourthGen-Carapace_Icon_Pink.png,Kut-Ku Cortex,8,3105,"A stout outer shell, much harder than a carapace. Also called Mediastinum.",Yian Kut-Ku
https://static.wikia.nocookie.net/monsterhunter/images/9/9f/MH4G-Monster_Parts_Icon_Pink.png,Kut-Ku Luckear,8,5120,A full grown Kut-Ku ear. Considered a good luck charm due to its texture and form.,Yian Kut-Ku
https://static.wikia.nocookie.net/monsterhunter/images/c/c3/MH4G-Webbing_Icon_Pink.png,Kut-Ku Weave,8,5850,"Bulky webbing from a Kut-Ku wing, valued for its greater than normal powers of endurance.",Yian Kut-Ku
https://static.wikia.nocookie.net/monsterhunter/images/3/32/MH4G-Scale_Icon_Pink.png,Hyper Kut-Ku Shard,8,2700,"Darker than normal Kut-Ku scales, this tough Hyper scale emits an ominous glow.",Yian Kut-Ku
https://static.wikia.nocookie.net/monsterhunter/images/a/aa/MH4G-Scale_Icon_Purple.png,Garuga Shard,8,4410,A top-grade Garuga scale. It sparkles like purple quartz and is just as hard.,Yian Garuga
https://static.wikia.nocookie.net/monsterhunter/images/1/1e/FourthGen-Carapace_Icon_Purple.png,Garuga Cortex,8,5850,"A heavy, dark purple outer shell with an unusually intimidating air about it.",Yian Garuga
https://static.wikia.nocookie.net/monsterhunter/images/4/44/MH4G-Monster_Parts_Icon_Purple.png,Garuga Fellwing,8,7800,"A large, well-developed Garuga wing. It's highly sought after by crafters the world round.",Yian Garuga
https://static.wikia.nocookie.net/monsterhunter/images/4/44/MH4G-Monster_Parts_Icon_Purple.png,Garuga Lash,8,8000,"A tough, hard tail that stores within a deadly poison that kills its target in seconds.",Yian Garuga
https://static.wikia.nocookie.net/monsterhunter/images/b/b4/MH4G-Monster_Parts_Icon_White.png,Garuga Silverpelt,8,7200,A shimmering silver pelt that mesmerizes all with its beauty when it flutters.,Yian Garuga
https://static.wikia.nocookie.net/monsterhunter/images/a/aa/MH4G-Scale_Icon_Purple.png,Hyper Garuga Shard,8,5280,"Darker than normal Garuga scales, this tough Hyper scale emits an ominous glow.",Yian Garuga
https://static.wikia.nocookie.net/monsterhunter/images/e/e7/FourthGen-Scale_Icon_Dark_Purple.png,Deadeye Shard,9,6210,The thick top shell of a Deadeye Yian Garuga. Bears the scars of many hard-fought battles.,Deadeye Yian Garuga
https://static.wikia.nocookie.net/monsterhunter/images/5/5d/FourthGen-Carapace_Icon_Dark_Purple.png,Deadeye Cortex,9,8190,A very hard Deadeye Yian Garuga shell. Bears the scars of many hard-fought battles.,Deadeye Yian Garuga
https://static.wikia.nocookie.net/monsterhunter/images/3/3e/MH4G-Hide_Icon_Blue.png,Rubbery Finehide,8,3330,"A special, highly elastic Gypceros hide. It absorbs any attack.",Gypceros
https://static.wikia.nocookie.net/monsterhunter/images/5/58/MH4G-Webbing_Icon_Blue.png,Gypceros Weave,8,5520,Bulky webbing from a Gypceros wing. Its improved insulation and toxin resistance make it valuable.,Gypceros
https://static.wikia.nocookie.net/monsterhunter/images/c/c2/MH4G-Monster_Parts_Icon_Blue.png,Gypceros Hardhead,9,8800,"The hard, rubber-like head of a Gypceros. The rock-like noggin's popular among Gypceros fans.",Gypceros
https://static.wikia.nocookie.net/monsterhunter/images/3/3e/MH4G-Hide_Icon_Blue.png,Hyper Gypceros Piel,8,3960,"Darker than normal Gypceros hide, this hardy Hyper hide emits an ominous glow.",Gypceros
https://static.wikia.nocookie.net/monsterhunter/images/0/0e/FourthGen-Monster_Parts_Icon_Dark_Blue.png,Azure Plume,8,3510,A scalefeather only found on a small number of Malfestios. Shines with ethereal colors.,Malfestio
https://static.wikia.nocookie.net/monsterhunter/images/0/0e/FourthGen-Monster_Parts_Icon_Dark_Blue.png,Malfestio Grandwing,8,6750,"Malfestio wing with a refined curve, whose vivid blue color dazzles anyone who sees it.",Malfestio
https://static.wikia.nocookie.net/monsterhunter/images/7/7f/FourthGen-Claw_Icon_Dark_Blue.png,Malfestio Hrd Wingtalon,8,4320,A high-quality talon from a Malfestio wing. Very hard and can be made exquisitely sharp.,Malfestio
https://static.wikia.nocookie.net/monsterhunter/images/0/0e/FourthGen-Monster_Parts_Icon_Dark_Blue.png,Malfestio Luckear,8,4080,A big fleshy piece of Malfestio ear which has a multitude of uses.,Malfestio
https://static.wikia.nocookie.net/monsterhunter/images/0/0e/FourthGen-Monster_Parts_Icon_Dark_Blue.png,Malfestio Tailblade,8,5580,A high-quality tail feather taken from a Malfestio. As beautiful as it is dangerous.,Malfestio
https://static.wikia.nocookie.net/monsterhunter/images/0/0e/FourthGen-Monster_Parts_Icon_Dark_Blue.png,Malfestio Goldfeather+,9,10790,A particularly high quality golden feather which enchants anyone who gazes upon it.,Malfestio
https://static.wikia.nocookie.net/monsterhunter/images/0/0e/FourthGen-Monster_Parts_Icon_Dark_Blue.png,Hyper Azurefeather+,8,4200,"Darker than normal Malfestio scalefeathers, this tough Hyper feather emits an ominous glow.",Malfestio
https://static.wikia.nocookie.net/monsterhunter/images/4/4f/FourthGen-Scale_Icon_Dark_Blue.png,Nightcloak Plume,9,4910,A fine feather taken from a Nightcloak Malfestio. The color changes with viewing angle.,Nightcloak Malfestio
https://static.wikia.nocookie.net/monsterhunter/images/8/8b/MH4G-Monster_Parts_Icon_Red.png,Nightcloak Grandwing,9,9450,The plumage taken from a Nightcloak Malfestio is extra fine and deep in color.,Nightcloak Malfestio
https://static.wikia.nocookie.net/monsterhunter/images/8/82/MH4G-Sac_Icon_White.png,Nightcloak Clearscale,9,6380,"Camouflages a Nightcloak in the wild, but weapons fashioned with them stand out in a crowd.",Nightcloak Malfestio
https://static.wikia.nocookie.net/monsterhunter/images/3/39/MH4G-Hide_Icon_White.png,Bulldrome Thickhide,8,2070,The thick skin from a Bulldrome. It's too tough to get scratched through regular use.,Bulldrome
https://static.wikia.nocookie.net/monsterhunter/images/e/e4/MH4G-Claw_Icon_White.png,Bulldrome Hardtusk,8,2340,"The large, hard tusk of a majestic Bulldrome. Hardened through countless battles.",Bulldrome
https://static.wikia.nocookie.net/monsterhunter/images/1/14/MH4G-Hide_Icon_Pink.png,Congalala Pelt+,6,1100,The stout fur of a Congalala. Important crafting material.,Congalala
https://static.wikia.nocookie.net/monsterhunter/images/1/14/MH4G-Hide_Icon_Pink.png,Congalala Fur,8,3300,"The stout hairs of this pelt, coupled with its glossy coat make it highly valuable.",Congalala
https://static.wikia.nocookie.net/monsterhunter/images/2/2b/MH4G-Claw_Icon_Pink.png,Congalala Fang,6,770,The fang of a Congalala. Solid enough to crunch objects into dust.,Congalala
https://static.wikia.nocookie.net/monsterhunter/images/7/70/MH4G-Claw_Icon_Yellow.png,Beastly Fang,8,3850,A large fang from a Fanged Beast that can chomp the hardest of boulders in half.,Congalala
https://static.wikia.nocookie.net/monsterhunter/images/2/2b/MH4G-Claw_Icon_Pink.png,Congalala Claw+,6,1500,"A long, hard, sharp claw with a wild nature that makes crafting difficult.",Congalala
https://static.wikia.nocookie.net/monsterhunter/images/2/2b/MH4G-Claw_Icon_Pink.png,Congalala Hardclaw,8,4500,Talons evolved specifically for combat. The natural weapon of Congalala.,Congalala
https://static.wikia.nocookie.net/monsterhunter/images/1/19/MH4G-Hide_Icon_Yellow.png,Vibrant Pelt,6,1200,Vibrant hair that grows on the head of a Congalala. The colors are lovely.,Congalala
https://static.wikia.nocookie.net/monsterhunter/images/1/19/MH4G-Hide_Icon_Yellow.png,Vibrant Fur,8,5400,The best vibrant hair from the head of a Congalala is beautiful and tough.,Congalala
https://static.wikia.nocookie.net/monsterhunter/images/1/14/MH4G-Hide_Icon_Pink.png,Hyper Congalala Pelt+,8,3960,"Darker than normal Congalala fur, this Hyper fur emits an ominous glow.",Congalala
https://static.wikia.nocookie.net/monsterhunter/images/3/39/MH4G-Hide_Icon_White.png,Blangonga Fur,8,3420,The tough fur of a Blangonga is harder than the depths of winter.,Blangonga
https://static.wikia.nocookie.net/monsterhunter/images/e/e4/MH4G-Claw_Icon_White.png,Blangonga Hardfang,8,6450,A Blangonga tooth that looks sharp enough to use as a skewer for cooking with.,Blangonga
https://static.wikia.nocookie.net/monsterhunter/images/b/b4/MH4G-Monster_Parts_Icon_White.png,Leather Beast Pelt,8,4100,The fine tough skin of a Blangonga troop leader displays its authority and might.,Blangonga
https://static.wikia.nocookie.net/monsterhunter/images/b/b4/MH4G-Monster_Parts_Icon_White.png,Blangonga Lash,8,5880,The tail of this Blangonga is silkier to the touch than fresh powder snow.,Blangonga
https://static.wikia.nocookie.net/monsterhunter/images/3/39/MH4G-Hide_Icon_White.png,Hyper Blangonga Pelt+,8,4440,"Darker than normal Blangonga pelt, this Hyper pelt emits an ominous glow.",Blangonga
https://static.wikia.nocookie.net/monsterhunter/images/7/7a/MH4G-Hide_Icon_Orange.png,Kecha Fur,8,2520,"A fine Kecha Wacha pelt with a warm color and soft, sturdy coat. Very popular.",Kecha Wacha
https://static.wikia.nocookie.net/monsterhunter/images/e/e6/MH4G-Bone_Icon_Orange.png,Kecha Leadbone,8,4410,A dense arm bone whose slender sturdiness makes it fine weapon material.,Kecha Wacha
https://static.wikia.nocookie.net/monsterhunter/images/4/46/MH4G-Claw_Icon_Orange.png,Kecha Ripper,8,3360,A unique hooked talon for crossing vines. Poses a threat in battle as well.,Kecha Wacha
https://static.wikia.nocookie.net/monsterhunter/images/f/f5/MH4G-Monster_Parts_Icon_Orange.png,Kecha Auricle,8,5200,One of the Kecha Wacha's unique ears. Filters noise for tremendous hearing.,Kecha Wacha
https://static.wikia.nocookie.net/monsterhunter/images/f/f5/MH4G-Monster_Parts_Icon_Orange.png,Kecha Lash,8,4320,"A quality Kecha Wacha tail. Strong and supple, it may as well count as a third arm.",Kecha Wacha
https://static.wikia.nocookie.net/monsterhunter/images/7/7a/MH4G-Hide_Icon_Orange.png,Hyper Kecha Pelt+,8,3030,"Darker than normal Kecha pelt, this tough Hyper pelt emits an ominous glow.",Kecha Wacha
https://static.wikia.nocookie.net/monsterhunter/images/8/80/MH4G-Scale_Icon_Light_Blue.png,Cephalos Shard,8,3600,"A thick scale packed with moisture, giving it a weird texture hunters go for.",Cephadrome
https://static.wikia.nocookie.net/monsterhunter/images/f/f8/MH4G-Monster_Parts_Icon_Light_Blue.png,Cephalos Grandfin,8,3790,A high-quality Cephalos fin. Much sharper than your run-of-the-mill fin.,Cephadrome
https://static.wikia.nocookie.net/monsterhunter/images/d/d7/MH4G-Claw_Icon_Light_Blue.png,Cephalos Hardfang,8,2520,An evolved fang. Strong and sharp enough to chew right through a Carapaceon.,Cephadrome
https://static.wikia.nocookie.net/monsterhunter/images/7/73/MH4G-Scale_Icon_Blue.png,Plesioth Shard,8,4320,A thick Plesioth scale with a lapis lazuli glow. It fends off claw and fang attacks.,Plesioth
https://static.wikia.nocookie.net/monsterhunter/images/c/c2/MH4G-Monster_Parts_Icon_Blue.png,Plesioth Grandfin,8,4920,The finest and most lovely of all Plesioth fins. Produces top-class armor when forged.,Plesioth
https://static.wikia.nocookie.net/monsterhunter/images/a/a4/MH4G-Claw_Icon_Blue.png,Plesioth Hardfang,8,2250,"A powerful, highly-developed Plesioth Fang. It can crush large Carapaceons with ease.",Plesioth
https://static.wikia.nocookie.net/monsterhunter/images/5/58/MH4G-Webbing_Icon_Blue.png,Hrd Ples Webbing,8,7320,"Stronger than normal webbing, and just as water-retentive. Ideal for lining armor.",Plesioth
https://static.wikia.nocookie.net/monsterhunter/images/c/c2/MH4G-Monster_Parts_Icon_Blue.png,Uber Plesio Head,8,8670,A frighteningly hard head found on a select few Plesioth. Among the very best in armor materials.,Plesioth
https://static.wikia.nocookie.net/monsterhunter/images/7/73/MH4G-Scale_Icon_Blue.png,Hyper Plesioth Shard,8,5190,"Darker than normal Plesioth scales, this tough Hyper scale emits an ominous glow.",Plesioth
https://static.wikia.nocookie.net/monsterhunter/images/d/d3/MH4G-Scale_Icon_Grey.png,Lavasioth Shard,8,5940,A thick Lavasioth scale. Under the encrusted lava lies a golden treasure.,Lavasioth
https://static.wikia.nocookie.net/monsterhunter/images/1/1c/FourthGen-Carapace_Icon_Grey.png,Lavasioth Cortex,8,6625,"Heavy Lavasioth carapace covered in hardened minerals, making for excellent armor.",Lavasioth
https://static.wikia.nocookie.net/monsterhunter/images/5/5c/MH4G-Claw_Icon_Grey.png,Lavasioth Hardfang,8,4050,"A hard, sharp Lavasioth fang. Its size is unusual for a Piscine Wyvern.",Lavasioth
https://static.wikia.nocookie.net/monsterhunter/images/e/e8/MH4G-Monster_Parts_Icon_Grey.png,Lavasioth Grandfin,8,7450,A top-grade Lavasioth fin. The magma has endowed it with an extremely sharp edge.,Lavasioth
https://static.wikia.nocookie.net/monsterhunter/images/d/d3/MH4G-Scale_Icon_Grey.png,Hyper Lavasioth Shard,8,6570,"Darker than normal Lavasioth scales, this tough Hyper scale emits an ominous glow.",Lavasioth
https://static.wikia.nocookie.net/monsterhunter/images/1/19/MH4G-Hide_Icon_Yellow.png,Spongy Piel,8,2880,Nearly flawless elastic hide that retains water better than any comparable item.,Royal Ludroth
https://static.wikia.nocookie.net/monsterhunter/images/0/0f/MH4G-Scale_Icon_Yellow.png,R.Ludroth Shard,8,1980,The ultimate Royal Ludroth scale. A rainbow of colors shimmer on its surface.,Royal Ludroth
https://static.wikia.nocookie.net/monsterhunter/images/7/70/MH4G-Claw_Icon_Yellow.png,R.Ludroth Talon,8,5220,A menacingly powerful Royal Ludroth claw that enables it to charge through any terrain.,Royal Ludroth
https://static.wikia.nocookie.net/monsterhunter/images/1/19/MH4G-Hide_Icon_Yellow.png,Chic Crest,8,6120,"A proud, strong crest befitting a pack leader. Its sharp horns shine magnificently.",Royal Ludroth
https://static.wikia.nocookie.net/monsterhunter/images/b/b1/MH4G-Monster_Parts_Icon_Yellow.png,R.Ludroth Lash,8,4320,A superior tail from a Royal Ludroth. Its strength shows it was honed in harsh conditions.,Royal Ludroth
https://static.wikia.nocookie.net/monsterhunter/images/0/0f/MH4G-Scale_Icon_Yellow.png,Hyper R.Ludroth Shard,8,2370,"Darker than normal R.Ludroth scales, this tough Hyper scale emits an ominous glow.",Royal Ludroth
https://static.wikia.nocookie.net/monsterhunter/images/7/78/FourthGen-Carapace_Icon_Brown.png,Nibelsnarf Cortex,8,4320,"A heavy Nibelsnarf cortex. Difficult to forge, but capable of producing impressive gear.",Nibelsnarf
https://static.wikia.nocookie.net/monsterhunter/images/8/85/MH4G-Hide_Icon_Brown.png,Nibelsnarf Piel,8,5400,"Honed by exposure to sand, this top-quality Nibelsnarf hide boasts great strength and elasticity.",Nibelsnarf
https://static.wikia.nocookie.net/monsterhunter/images/0/05/MH4G-Claw_Icon_Brown.png,Nibelsnarf Talon,8,7380,"The sharp talon of a Nibelsnarf, perfectly adapted to burrow through sand. A quality item.",Nibelsnarf
https://static.wikia.nocookie.net/monsterhunter/images/7/7b/MH4G-Monster_Parts_Icon_Brown.png,Nibelsnarf Crown,9,8280,The heavy scalp of a Nibelsnarf is difficult to work with but it's an extremely versatile material,Nibelsnarf
https://static.wikia.nocookie.net/monsterhunter/images/c/c9/MH4G-Medicine_Icon_Blue.png,Dazzling Fluid,8,3150,A sparkling fluid with impressive water-retention ability. Improves equipment performance and style.,Nibelsnarf
https://static.wikia.nocookie.net/monsterhunter/images/7/78/FourthGen-Carapace_Icon_Brown.png,Hyper Nibelsnarf Cortex,8,5190,"Darker than normal Nibelsnarf shell, this tough Hyper shell emits an ominous glow.",Nibelsnarf
https://static.wikia.nocookie.net/monsterhunter/images/4/4b/MH4G-Hide_Icon_Light_Blue.png,Lagiacrus Piel,8,3870,"The strong, flexible hide of a Lagiacrus. Used in expensive leatherwear, among other items.",Lagiacrus
https://static.wikia.nocookie.net/monsterhunter/images/8/80/MH4G-Scale_Icon_Light_Blue.png,Lagiacrus Shard,8,3450,The ultimate specimen of Lagiacrus Scale. Special skills are required to craft with it.,Lagiacrus
https://static.wikia.nocookie.net/monsterhunter/images/f/f8/MH4G-Monster_Parts_Icon_Light_Blue.png,Deathly Shocker,8,6300,A thick shell found on a select few Lagiacrus. It releases huge bolts of electricity.,Lagiacrus
https://static.wikia.nocookie.net/monsterhunter/images/d/d7/MH4G-Claw_Icon_Light_Blue.png,Lagia Hardhorn,8,6300,"A fine horn from an especially strong Lagiacrus. So unique, it's almost legendary.",Lagiacrus
https://static.wikia.nocookie.net/monsterhunter/images/f/f8/MH4G-Monster_Parts_Icon_Light_Blue.png,Lagiacrus Flail,8,6600,"Not only do these serve for weaponcraft, they also wind up on Moga dinner plates.",Lagiacrus
https://static.wikia.nocookie.net/monsterhunter/images/d/d7/MH4G-Claw_Icon_Light_Blue.png,Lagiacrus Talon,8,4740,A thick talon found on only a select few Lagiacrus. Adds both power and dignity to weapons.,Lagiacrus
https://static.wikia.nocookie.net/monsterhunter/images/e/e5/MH4G-Mantle_Icon_Light_Blue.png,Lagiacrus Mantle,9,15000,A valuable azure scale found on select Lagiacrus. Said to greatly boost equipment performance.,Lagiacrus
https://static.wikia.nocookie.net/monsterhunter/images/4/4b/MH4G-Hide_Icon_Light_Blue.png,Hyper Lagiacrus Piel,8,4650,"Darker than normal Lagiacrus hide, this Hyper hide emits an ominous glow.",Lagiacrus
https://static.wikia.nocookie.net/monsterhunter/images/9/9c/FourthGen-Carapace_Icon_Red.png,Agnaktor Cortex,8,5040,"The rigid cortex of an Agnaktor. Highly heat-resistant, creates bright red items when forged.",Agnaktor
https://static.wikia.nocookie.net/monsterhunter/images/3/32/MH4G-Hide_Icon_Red.png,Agnaktor Piel,8,6300,Top-quality Agnaktor hide with fantastic heat resistance. Thick but sufficiently supple.,Agnaktor
https://static.wikia.nocookie.net/monsterhunter/images/c/c9/MH4G-Claw_Icon_Red.png,Agnaktor Talon,8,7290,A powerful talon found only on certain Agnaktor. Even magma cowers before it.,Agnaktor
https://static.wikia.nocookie.net/monsterhunter/images/8/8b/MH4G-Monster_Parts_Icon_Red.png,Agnaktor Grandfin,8,7020,A premium fin lovely enough to have been painted by an artist. Behold the mystery of nature!,Agnaktor
