icon,name,rarity,capacity,value,how_to_get,category
https://static.wikia.nocookie.net/monsterhunter/images/a/a0/MH4G-Bug_Icon_Grey.png,Insect Husk,1,10,1,Catch in most areas,Insects
https://static.wikia.nocookie.net/monsterhunter/images/d/d3/MH4G-Bug_Icon_White.png,Godbug,4,10,210,Catch in most areas,Insects
https://static.wikia.nocookie.net/monsterhunter/images/d/db/MH4G-Bug_Icon_Blue.png,Bitterbug,1,10,2,Catch in most areas,Insects
https://static.wikia.nocookie.net/monsterhunter/images/3/37/MH4G-Bug_Icon_Yellow.png,Flashbug,2,10,48,Catch in most areas,Insects
https://static.wikia.nocookie.net/monsterhunter/images/3/37/MH4G-Bug_Icon_Yellow.png,Thunderbug,4,99,150,Catch in most areas,Insects
https://static.wikia.nocookie.net/monsterhunter/images/a/ae/MH4G-Bug_Icon_Red.png,Stinkhopper,1,99,6,"Catch in Dunes, Deserted Island, Ancestral Steppe, Primal Forest, Frozen Seaway, Jungle, and Ruined Pinnacle",Insects
https://static.wikia.nocookie.net/monsterhunter/images/2/28/MH4G-Bug_Icon_Orange.png,Snakebee Larva,1,99,30,Search beehives in most areas,Insects
https://static.wikia.nocookie.net/monsterhunter/images/a/a0/MH4G-Bug_Icon_Grey.png,Carpenterbug,1,99,120,Catch in most areas,Insects
https://static.wikia.nocookie.net/monsterhunter/images/6/6d/MH4G-Bug_Icon_Green.png,Shiny Beetle,4,99,200,"Catch in Verdant Hills, Arctic Ridge, Dunes, Marshlands, Volcano, Primal Forest, Frozen Seaway, Desert, Jungle, and Ruined Pinnacle",Insects
https://static.wikia.nocookie.net/monsterhunter/images/a/ae/MH4G-Bug_Icon_Red.png,Hercudrome,4,99,540,Catch in Low-rank Volcano and most High-rank areas,Insects
https://static.wikia.nocookie.net/monsterhunter/images/d/db/MH4G-Bug_Icon_Blue.png,Fulgurbug,4,99,350,Catch from Zinogre,Insects
https://static.wikia.nocookie.net/monsterhunter/images/b/b6/MH4G-Bug_Icon_Purple.png,King Scarab,6,99,800,Catch in most High-rank areas,Insects
https://static.wikia.nocookie.net/monsterhunter/images/3/37/MH4G-Bug_Icon_Yellow.png,Rare Scarab,6,99,1000,"Catch in High-rank Deserted Island, Marshlands, Volcano, Volcanic Hollow, Frozen Seaway, and Jungle or most G-rank areas",Insects
https://static.wikia.nocookie.net/monsterhunter/images/4/4c/MH4G-Bug_Icon_Pink.png,Blossom Cricket,4,99,180,"Reward from Village Quest ""Jurassic Treasure: The Bug""",Insects
https://static.wikia.nocookie.net/monsterhunter/images/b/b6/MH4G-Bug_Icon_Purple.png,Great Hornfly,5,99,60,By-product of trade with Moga Bee Yard,Insects
https://static.wikia.nocookie.net/monsterhunter/images/a/a0/MH4G-Bug_Icon_Grey.png,Butterfly Beetle,5,99,220,By-product of trade with Moga Bee Yard,Insects
https://static.wikia.nocookie.net/monsterhunter/images/a/ae/MH4G-Bug_Icon_Red.png,Great Ladybug,5,99,60,"Reward from Hub Quest ""The New Tenant"" (5★)",Insects
https://static.wikia.nocookie.net/monsterhunter/images/0/0f/MH4G-Bug_Icon_Brown.png,Emperor Hopper,8,99,1200,Catch in most G-rank areas,Insects
https://static.wikia.nocookie.net/monsterhunter/images/d/d3/MH4G-Bug_Icon_White.png,Flutterfly,8,99,1800,"Catch in G-rank Deserted Island, Marshlands, Volcano, and Jungle",Insects
https://static.wikia.nocookie.net/monsterhunter/images/5/5b/FourthGen-Bug_Icon_Dark_Purple.png,Stygian Worm,8,99,2000,Catch in G-rank Jungle,Insects
https://static.wikia.nocookie.net/monsterhunter/images/3/37/MH4G-Bug_Icon_Yellow.png,Toxic Kumori,4,99,480,Send Meownster Hunters to Rare Spots in the Low-rank Tundra,Insects
https://static.wikia.nocookie.net/monsterhunter/images/3/37/MH4G-Bug_Icon_Yellow.png,Large Toxic Kumori,6,99,960,Send Meownster Hunters to Rare Spots in the High-rank Tundra,Insects
https://static.wikia.nocookie.net/monsterhunter/images/3/37/MH4G-Bug_Icon_Yellow.png,Lethal Kumori,8,99,1920,Send Meownster Hunters to Rare Spots in the G-rank Tundra,Insects
https://static.wikia.nocookie.net/monsterhunter/images/a/a0/MH4G-Bug_Icon_Grey.png,Dracophage Bug,4,99,500,Send Meownster Hunters to the Wetlands,Insects
https://static.wikia.nocookie.net/monsterhunter/images/a/ac/MH4G-Nectar_Icon_Red.png,Larval Extract,5,99,240,Gather nectar plants in most areas,Kinsect Nectar
https://static.wikia.nocookie.net/monsterhunter/images/b/b0/MH4G-Nectar_Icon_Blue.png,Paralarval Extract,6,99,320,Gather nectar plants in most High-rank areas,Kinsect Nectar
https://static.wikia.nocookie.net/monsterhunter/images/a/ac/MH4G-Nectar_Icon_Pink.png,Power Jelly,4,99,100,"Gather nectar plants in Jurassic Frontier, Arctic Ridge, Deserted Island, and Primal Forest",Kinsect Nectar
https://static.wikia.nocookie.net/monsterhunter/images/0/07/MH4G-Nectar_Icon_Orange.png,Heavy Jelly,4,99,100,"Gather nectar plants in Jurassic Frontier, Misty Peaks, Dunes, Volcano, Desert, and Jungle",Kinsect Nectar
https://static.wikia.nocookie.net/monsterhunter/images/1/1a/MH4G-Nectar_Icon_White.png,Speed Jelly,4,99,100,"Gather nectar plants in Jurassic Frontier, Verdant Hills, Marshlands, and Ancestral Steppe",Kinsect Nectar
https://static.wikia.nocookie.net/monsterhunter/images/a/ac/MH4G-Nectar_Icon_Red.png,Fire Ambrosia,4,99,100,"Gather nectar plants in Dunes, Volcanic Hollow, Primal Forest, Desert, and Ruined Pinnacle",Kinsect Nectar
https://static.wikia.nocookie.net/monsterhunter/images/b/b0/MH4G-Nectar_Icon_Blue.png,Water Ambrosia,4,99,100,"Gather nectar plants in Misty Peaks, Deserted Island, Frozen Seaway, Jungle, and Ruined Pinnacle",Kinsect Nectar
https://static.wikia.nocookie.net/monsterhunter/images/9/97/MH4G-Nectar_Icon_Yellow.png,Thunder Ambrosia,4,99,100,"Gather nectar plants in Dunes, Volcanic Hollow, Primal Forest, Desert, and Ruined Pinnacle",Kinsect Nectar
https://static.wikia.nocookie.net/monsterhunter/images/0/0f/MH4G-Nectar_Icon_Light_Blue.png,Ice Ambrosia,4,99,100,"Gather nectar plants in Arctic Ridge, Frozen Seaway, and Ruined Pinnacle",Kinsect Nectar
https://static.wikia.nocookie.net/monsterhunter/images/2/21/MH4G-Nectar_Icon_Purple.png,Dragon Ambrosia,4,99,100,"Gather nectar plants in Volcano, Volcanic Hollow, and Ruined Pinnacle",Kinsect Nectar
https://static.wikia.nocookie.net/monsterhunter/images/a/ac/MH4G-Nectar_Icon_Pink.png,Power Jelly+,5,99,240,Combine Power Jelly and Larval Extract,Kinsect Nectar
https://static.wikia.nocookie.net/monsterhunter/images/0/07/MH4G-Nectar_Icon_Orange.png,Heavy Jelly+,5,99,240,Combine Heavy Jelly and Larval Extract,Kinsect Nectar
https://static.wikia.nocookie.net/monsterhunter/images/1/1a/MH4G-Nectar_Icon_White.png,Speed Jelly+,5,99,240,Combine Speed Jelly and Larval Extract,Kinsect Nectar
https://static.wikia.nocookie.net/monsterhunter/images/a/ac/MH4G-Nectar_Icon_Pink.png,Power Jelly++,5,99,240,Combine Power Jelly and Paralarval Extract,Kinsect Nectar
https://static.wikia.nocookie.net/monsterhunter/images/0/07/MH4G-Nectar_Icon_Orange.png,Heavy Jelly++,5,99,240,Combine Heavy Jelly and Paralarval Extract,Kinsect Nectar
https://static.wikia.nocookie.net/monsterhunter/images/1/1a/MH4G-Nectar_Icon_White.png,Speed Jelly++,5,99,240,Combine Speed Jelly and Paralarval Extract,Kinsect Nectar
https://static.wikia.nocookie.net/monsterhunter/images/a/ac/MH4G-Nectar_Icon_Red.png,Fire Ambrosia+,5,99,240,Combine Fire Ambrosia and Larval Extract,Kinsect Nectar
https://static.wikia.nocookie.net/monsterhunter/images/b/b0/MH4G-Nectar_Icon_Blue.png,Water Ambrosia+,5,99,240,Combine Water Ambrosia and Larval Extract,Kinsect Nectar
https://static.wikia.nocookie.net/monsterhunter/images/9/97/MH4G-Nectar_Icon_Yellow.png,Thunder Ambrosia+,5,99,240,Combine Thunder Ambrosia and Larval Extract,Kinsect Nectar
https://static.wikia.nocookie.net/monsterhunter/images/0/0f/MH4G-Nectar_Icon_Light_Blue.png,Ice Ambrosia+,5,99,240,Combine Ice Ambrosia and Larval Extract,Kinsect Nectar
https://static.wikia.nocookie.net/monsterhunter/images/2/21/MH4G-Nectar_Icon_Purple.png,Dragon Ambrosia+,5,99,240,Combine Dragon Ambrosia and Larval Extract,Kinsect Nectar
https://static.wikia.nocookie.net/monsterhunter/images/7/75/FourthGen-Nectar_Icon_Dark_Red.png,Douse Ambrosia,5,99,180,Combine Fire Ambrosia and Burnt Meat,Kinsect Nectar
https://static.wikia.nocookie.net/monsterhunter/images/c/c3/FourthGen-Nectar_Icon_Dark_Blue.png,Drought Ambrosia,5,99,180,Combine Water Ambrosia and Burnt Meat,Kinsect Nectar
https://static.wikia.nocookie.net/monsterhunter/images/0/04/MH4G-Nectar_Icon_Brown.png,Resistor Ambrosia,5,99,180,Combine Thunder Ambrosia and Burnt Meat,Kinsect Nectar
https://static.wikia.nocookie.net/monsterhunter/images/9/9a/MH4G-Nectar_Icon_Teal.png,Melt Ambrosia,5,99,180,Combine Ice Ambrosia and Burnt Meat,Kinsect Nectar
https://static.wikia.nocookie.net/monsterhunter/images/2/2c/FourthGen-Nectar_Icon_Dark_Purple.png,De-wyrm Ambrosia,5,99,180,Combine Dragon Ambrosia and Burnt Meat,Kinsect Nectar
https://static.wikia.nocookie.net/monsterhunter/images/f/f2/MH4G-Nectar_Icon_Grey.png,Reverse Ambrosia,4,99,10,Trader,Kinsect Nectar
https://static.wikia.nocookie.net/monsterhunter/images/3/3d/MH4G-Husk_Icon_White.png,Bone Husk,2,99,3,Search bone piles in many areas,Bones
https://static.wikia.nocookie.net/monsterhunter/images/e/ec/MH4G-Bone_Icon_Yellow.png,Monster Bone S,3,99,10,Carve from multiple small monsters or search bone piles in many areas,Bones
https://static.wikia.nocookie.net/monsterhunter/images/e/ec/MH4G-Bone_Icon_Yellow.png,Monster Bone M,4,99,210,Carve from multiple small monsters,Bones
https://static.wikia.nocookie.net/monsterhunter/images/e/ec/MH4G-Bone_Icon_Yellow.png,Monster Bone L,4,99,440,Quest Rewards for many Low-rank quests,Bones
https://static.wikia.nocookie.net/monsterhunter/images/e/ec/MH4G-Bone_Icon_Yellow.png,Mystery Bone,1,99,1,Search bone piles in many areas,Bones
https://static.wikia.nocookie.net/monsterhunter/images/e/ec/MH4G-Bone_Icon_Yellow.png,Unknown Skull,4,99,120,Search bone piles in many areas,Bones
https://static.wikia.nocookie.net/monsterhunter/images/e/ec/MH4G-Bone_Icon_Yellow.png,Huge Unknown Skull,8,99,780,Search bone piles in many G-Rank areas,Bones
https://static.wikia.nocookie.net/monsterhunter/images/e/e6/MH4G-Bone_Icon_Orange.png,Monster Bone+,4,99,560,Quest Rewards for many Low-rank and High-rank quests,Bones
https://static.wikia.nocookie.net/monsterhunter/images/2/23/MH4G-Bone_Icon_Pink.png,Monster Keenbone,6,99,660,Quest Rewards for Many High-rank Quests,Bones
https://static.wikia.nocookie.net/monsterhunter/images/f/f5/MH4G-Bone_Icon_Red.png,Monster Hardbone,6,99,840,Quest Rewards for many High-rank quests,Bones
https://static.wikia.nocookie.net/monsterhunter/images/5/5a/FourthGen-Bone_Icon_Dark_Red.png,Monster Toughbone,8,99,1090,Quest Rewards for many G-rank quests,Bones
https://static.wikia.nocookie.net/monsterhunter/images/d/d5/MH4G-Bone_Icon_Grey.png,Monster Slogbone,8,99,1320,Quest Rewards for many G-rank quests,Bones
https://static.wikia.nocookie.net/monsterhunter/images/5/5c/MH4G-Bone_Icon_Purple.png,Elder Dragon Bone,6,99,880,Quest Rewards from Elder Dragons,Bones
https://static.wikia.nocookie.net/monsterhunter/images/5/5c/MH4G-Bone_Icon_Purple.png,Lrg ElderDragon Bone,8,99,1500,Quest Rewards from G-rank Elder Dragons,Bones
https://static.wikia.nocookie.net/monsterhunter/images/6/6e/MH4G-Bone_Icon_Blue.png,Avian Finebone,6,99,210,Carve High-rank small Bird Wyverns,Bones
https://static.wikia.nocookie.net/monsterhunter/images/4/48/MH4G-Bone_Icon_Light_Blue.png,Avian Stoutbone,8,99,800,Carve G-rank small Bird Wyverns,Bones
https://static.wikia.nocookie.net/monsterhunter/images/f/f1/MH4G-Bone_Icon_Dark_Green.png,Large Herbivore Bone,8,99,630,Carve G-rank Herbivores,Bones
https://static.wikia.nocookie.net/monsterhunter/images/f/ff/MH4G-Bone_Icon_White.png,Brute Bone,4,99,20,"Carve Low-rank Popo, Blango, or Bullfango",Bones
https://static.wikia.nocookie.net/monsterhunter/images/f/ff/MH4G-Bone_Icon_White.png,Jumbo Bone,4,99,150,"Carve Low-rank Fanged Beasts (except Gammoth), Popo, Tetsucabra, Ceanataur, or Shogun Ceanataur",Bones
https://static.wikia.nocookie.net/monsterhunter/images/f/ff/MH4G-Bone_Icon_White.png,Stoutbone,6,99,600,"Carve High-rank Fanged Beasts (except Gammoth), Popo, Tetsucabra, Ceanataur, or Shogun Ceanataur",Bones
https://static.wikia.nocookie.net/monsterhunter/images/f/ff/MH4G-Bone_Icon_White.png,Massive Bone,8,99,1200,Carve G-rank Fanged Beasts (except Gammoth) or Tetsucabra,Bones
https://static.wikia.nocookie.net/monsterhunter/images/f/ff/MH4G-Bone_Icon_White.png,Dragonbone Relic,6,99,600,Search bone piles in High-rank,Bones
https://static.wikia.nocookie.net/monsterhunter/images/a/a6/MH4G-Bone_Icon_Brown.png,Dragonbone Artifact,8,99,1500,Search bone piles in G-rank,Bones
https://static.wikia.nocookie.net/monsterhunter/images/f/ff/MH4G-Bone_Icon_White.png,Irregular Bone,6,99,660,Quest reward from Deviant quests,Bones
https://static.wikia.nocookie.net/monsterhunter/images/f/ff/MH4G-Bone_Icon_White.png,Irregular Stoutbone,7,99,880,Quest reward from Lv5 or higher Deviant quests,Bones
https://static.wikia.nocookie.net/monsterhunter/images/f/ff/MH4G-Bone_Icon_White.png,Irregular Slogbone,9,99,1140,Quest reward from LvG3 or higher G-rank Deviant quests,Bones
https://static.wikia.nocookie.net/monsterhunter/images/e/e4/MH4G-Claw_Icon_White.png,Wyvern Fang,3,50,6,Quest reward from many quests,Bones
https://static.wikia.nocookie.net/monsterhunter/images/e/e4/MH4G-Claw_Icon_White.png,Wyvern Claw,3,50,18,Quest reward from many quests,Bones
https://static.wikia.nocookie.net/monsterhunter/images/1/13/MH4G-Sac_Icon_Grey.png,Screamer Sac,4,99,15,"Carve Velocidrome, Yian Kut-Ku, and Giadrome",Sacs & Fluids
https://static.wikia.nocookie.net/monsterhunter/images/b/bd/MH4G-Sac_Icon_Purple.png,Poison Sac,4,99,96,Carve Low-rank Iodrome and Gypceros,Sacs & Fluids
https://static.wikia.nocookie.net/monsterhunter/images/b/bd/MH4G-Sac_Icon_Purple.png,Toxin Sac,6,99,288,"Carve High-rank Iodrome, Gypceros, and Basarios",Sacs & Fluids
https://static.wikia.nocookie.net/monsterhunter/images/b/bd/MH4G-Sac_Icon_Purple.png,Deadly Poison Sac,8,99,864,"Carve G-rank Iodrome, Gypceros, and Basarios",Sacs & Fluids
https://static.wikia.nocookie.net/monsterhunter/images/b/b5/MH4G-Sac_Icon_Yellow.png,Paralysis Sac,4,99,120,"Carve Low-rank Gendrome, Volvidon, and Najarala",Sacs & Fluids
https://static.wikia.nocookie.net/monsterhunter/images/b/b5/MH4G-Sac_Icon_Yellow.png,Omniplegia Sac,6,99,360,"Carve High-rank Gendrome, Volvidon, and Najarala",Sacs & Fluids
https://static.wikia.nocookie.net/monsterhunter/images/b/b5/MH4G-Sac_Icon_Yellow.png,Ultraplegia Sac,8,99,1080,"Carve G-rank Gendrome, Volvidon, and Najarala",Sacs & Fluids
https://static.wikia.nocookie.net/monsterhunter/images/1/1f/MH4G-Sac_Icon_Blue.png,Sleep Sac,4,99,230,Carve Low-rank Malfestio,Sacs & Fluids
https://static.wikia.nocookie.net/monsterhunter/images/1/1f/MH4G-Sac_Icon_Blue.png,Coma Sac,6,99,690,"Carve High-rank Malfestio, Gravios, or Nerscylla",Sacs & Fluids
https://static.wikia.nocookie.net/monsterhunter/images/1/1f/MH4G-Sac_Icon_Blue.png,Torpor Sac,8,99,2070,"Carve G-rank Malfestio, Gravios, or Nerscylla",Sacs & Fluids
https://static.wikia.nocookie.net/monsterhunter/images/1/15/MH4G-Sac_Icon_Red.png,Flame Sac,4,99,240,Reward from Low-rank Yian Garuga or carve Low-rank Yian Kut-Ku and any of the Rath species,Sacs & Fluids
https://static.wikia.nocookie.net/monsterhunter/images/1/15/MH4G-Sac_Icon_Red.png,Inferno Sac,6,99,720,"Reward from High-rank Yian Garuga or carve High-rank Yian Kut-Ku, Gravios, and any of the Rath species",Sacs & Fluids
https://static.wikia.nocookie.net/monsterhunter/images/1/15/MH4G-Sac_Icon_Red.png,Conflagrant Sac,8,99,1920,"Reward from G-rank Yian Garuga or carve G-Rank Yian Kut-Ku or Gravios, and any of the Rath species",Sacs & Fluids
https://static.wikia.nocookie.net/monsterhunter/images/b/b5/MH4G-Sac_Icon_Yellow.png,Electro Sac,4,99,480,Carve or Capture Low-rank Khezu,Sacs & Fluids
https://static.wikia.nocookie.net/monsterhunter/images/b/b5/MH4G-Sac_Icon_Yellow.png,Thunder Sac,6,99,960,Carve or Capture High-rank Khezu,Sacs & Fluids
https://static.wikia.nocookie.net/monsterhunter/images/b/b5/MH4G-Sac_Icon_Yellow.png,Lightning Sac,8,99,2400,Carve or Capture G-rank Khezu,Sacs & Fluids
https://static.wikia.nocookie.net/monsterhunter/images/8/82/MH4G-Sac_Icon_White.png,Freezer Sac,6,99,870,Carve or Capture High-rank Zamtrios and Barioth,Sacs & Fluids
https://static.wikia.nocookie.net/monsterhunter/images/8/82/MH4G-Sac_Icon_White.png,Cryo Sac,8,99,1200,Carve or Capture G-rank Zamtrios and Barioth,Sacs & Fluids
https://static.wikia.nocookie.net/monsterhunter/images/c/c7/MH4G-Sac_Icon_Light_Blue.png,Aqua Sac,4,99,170,Carve or Capture Low-rank Royal Ludroth,Sacs & Fluids
https://static.wikia.nocookie.net/monsterhunter/images/c/c7/MH4G-Sac_Icon_Light_Blue.png,Torrent Sac,6,99,510,"Carve or Capture High-rank Royal Ludroth, Seltas, Seltas Queen, and Kecha Wacha",Sacs & Fluids
https://static.wikia.nocookie.net/monsterhunter/images/c/c7/MH4G-Sac_Icon_Light_Blue.png,Flood Sac,8,99,1020,"Carve or Capture G-rank Royal Ludroth, Seltas, Seltas Queen, and Kecha Wacha",Sacs & Fluids
https://static.wikia.nocookie.net/monsterhunter/images/c/c7/MH4G-Medicine_Icon_Yellow.png,Dash Extract,4,20,56,Carve or Capture Gypceros and Royal Ludroth,Sacs & Fluids
https://static.wikia.nocookie.net/monsterhunter/images/2/26/MH4G-Medicine_Icon_White.png,Pale Extract,4,20,122,Carve or Capture Khezu,Sacs & Fluids
https://static.wikia.nocookie.net/monsterhunter/images/2/2d/MH4G-Medicine_Icon_Light_Blue.png,Monster Fluid,4,99,500,Carve Low-rank Neopterons,Sacs & Fluids
https://static.wikia.nocookie.net/monsterhunter/images/c/c9/MH4G-Medicine_Icon_Blue.png,Monster Broth,6,99,1000,Carve High-rank Neopterons and Temnocerans,Sacs & Fluids
https://static.wikia.nocookie.net/monsterhunter/images/c/c9/MH4G-Medicine_Icon_Blue.png,Monster Essence,8,99,2000,Carve G-rank Neopterons and Temnocerans,Sacs & Fluids
https://static.wikia.nocookie.net/monsterhunter/images/1/1f/MH4G-Medicine_Icon_Red.png,Elder Dragon Blood,4,99,1500,Reward from Low-rank Elder Dragons,Sacs & Fluids
https://static.wikia.nocookie.net/monsterhunter/images/1/1f/MH4G-Medicine_Icon_Red.png,Pure Dragon Blood,6,99,4500,Reward from High-rank Elder Dragons,Sacs & Fluids
https://static.wikia.nocookie.net/monsterhunter/images/f/fb/FourthGen-Medicine_Icon_Dark_Red.png,Viscous Dragon Blood,8,99,13500,Reward from G-rank Elder Dragons,Sacs & Fluids
https://static.wikia.nocookie.net/monsterhunter/images/3/35/FourthGen-Medicine_Icon_Dark_Purple.png,Hyper Extract,6,10,1000,High-rank Hyper Monster quests,Hyper Monster Items
https://static.wikia.nocookie.net/monsterhunter/images/f/fb/FourthGen-Medicine_Icon_Dark_Red.png,Potent Hyper Extract,8,99,3000,G-rank Hyper Monster quests,Hyper Monster Items
https://static.wikia.nocookie.net/monsterhunter/images/3/3e/FourthGen-Claw_Icon_Dark_Purple.png,Hyper Fang,6,99,1200,"High-rank Hyper Blangonga, Lavasioth, Najarala, Nargacuga, Tetsucabra, or Zamtrios quests",Hyper Monster Items
https://static.wikia.nocookie.net/monsterhunter/images/3/3e/FourthGen-Claw_Icon_Dark_Purple.png,Hyper Fang+,6,99,2400,"High-rank Hyper Deviljho, Gammoth, Glavenus, orTigrex quests",Hyper Monster Items
https://static.wikia.nocookie.net/monsterhunter/images/7/71/FourthGen-Claw_Icon_Dark_Red.png,Hyper Heavyfang,8,99,3600,G-rank Hyper Tetsucabra quest,Hyper Monster Items
https://static.wikia.nocookie.net/monsterhunter/images/7/71/FourthGen-Claw_Icon_Dark_Red.png,Hyper Keenfang,8,99,4800,"G-rank Hyper Blangonga, Congalala, Lavasioth, Najarala, Nargacuga, or Zamtrios quests",Hyper Monster Items
https://static.wikia.nocookie.net/monsterhunter/images/7/71/FourthGen-Claw_Icon_Dark_Red.png,Hyper Solidfang,8,99,7200,"G-rank Hyper Barioth, Deviljho, Diablos, Gammoth, Glavenus, or Tigrex quests",Hyper Monster Items
https://static.wikia.nocookie.net/monsterhunter/images/3/3e/FourthGen-Claw_Icon_Dark_Purple.png,Hyper Claw,6,99,1200,"High-rank Hyper Daimyo Hermitaur, Kecha Wacha, Malfestio, Nibelsnarf, Rathian, Royal Ludroth, Shogun Ceanataur, or Tetsucabra quests",Hyper Monster Items
https://static.wikia.nocookie.net/monsterhunter/images/3/3e/FourthGen-Claw_Icon_Dark_Purple.png,Hyper Claw+,6,99,2400,"High-rank Hyper Agnaktor, Gore Magala, Lagiacrus, Mizutsune, Seltas Queen, Seregios, Rathalos, or Tigrex quests",Hyper Monster Items
https://static.wikia.nocookie.net/monsterhunter/images/7/71/FourthGen-Claw_Icon_Dark_Red.png,Hyper Heavyclaw,8,99,3600,"G-rank Hyper Daimyo Hermitaur, Kecha Wacha, Royal Ludroth, or Tetsucabra quests",Hyper Monster Items
https://static.wikia.nocookie.net/monsterhunter/images/7/71/FourthGen-Claw_Icon_Dark_Red.png,Hyper Keenclaw,8,99,4800,"G-rank Hyper Barroth, Congalala, Malfestio, Nerscylla, Nibelsnarf, Rathian, or Shogun Ceanataur quests",Hyper Monster Items
https://static.wikia.nocookie.net/monsterhunter/images/7/71/FourthGen-Claw_Icon_Dark_Red.png,Hyper Solidclaw,8,99,7200,"G-rank Hyper Agnaktor, Gore Magala, Lagiacrus, Mizutsune, Seltas Queen, Seregios, Rathalos, or Tigrex quests",Hyper Monster Items
https://static.wikia.nocookie.net/monsterhunter/images/6/68/FourthGen-Bone_Icon_Dark_Purple.png,Hyper Monster Bone,6,99,1200,"High-rank Hyper Brachydios, Daimyo Hermitaur, Duramboros, Gypceros, Khezu, Nargacuga, Shogun Ceanataur, Yian Garuga, or Yian Kut-Ku quests",Hyper Monster Items
https://static.wikia.nocookie.net/monsterhunter/images/5/5a/FourthGen-Bone_Icon_Dark_Red.png,Hyper MnstrToughbone,8,99,3600,"G-rank Hyper Barroth, Daimyo Hermitaur, Gypceros, Khezu, Nargacuga, Shogun Ceanataur, or Yian Kut-Ku quests",Hyper Monster Items
https://static.wikia.nocookie.net/monsterhunter/images/5/5a/FourthGen-Bone_Icon_Dark_Red.png,Hyper MnstrSlogbone,8,99,7200,"G-rank Hyper Brachydios, Duramboros, Glavenus, or Seregios quests",Hyper Monster Items
https://static.wikia.nocookie.net/monsterhunter/images/3/3e/FourthGen-Claw_Icon_Dark_Purple.png,Hyper Horn+,6,99,2400,"High-rank Hyper Astalos, Duramboros, Gore Magala, Lagiacrus, Rajang, Seregios, or Zinogre quests",Hyper Monster Items
https://static.wikia.nocookie.net/monsterhunter/images/7/71/FourthGen-Claw_Icon_Dark_Red.png,Hyper Hardhorn,8,99,7200,"G-rank Hyper Astalos, Diablos, Duramboros, Rajang, Seregios, or Zinogre quests. Also obtainable from subquest of ""Setting the Barioth High""",Hyper Monster Items
https://static.wikia.nocookie.net/monsterhunter/images/c/cf/FourthGen-Sac_Icon_Dark_Purple.png,Hyper Flame Sac,6,99,1500,"High-rank Hyper Rathalos, Silver Rathalos, Rathian, Gold Rathian, Yian Garuga, or Yian Kut-Ku quests",Hyper Monster Items
https://static.wikia.nocookie.net/monsterhunter/images/a/a3/FourthGen-Sac_Icon_Dark_Red.png,Hyper Conflagrant Sac,8,99,4500,"G-rank Hyper Basarios, Gravios, Rathalos, Silver Rathalos, Rathian, Gold Rathian, Yian Garuga, or Yian Kut-Ku quests",Hyper Monster Items
https://static.wikia.nocookie.net/monsterhunter/images/e/e7/FourthGen-Scale_Icon_Dark_Purple.png,Hyper Pyroscale,6,99,1500,"High-rank Hyper Agnaktor, Glavenus, Lavasioth, Uragaan, or Yian Kut-Ku quests",Hyper Monster Items
https://static.wikia.nocookie.net/monsterhunter/images/0/09/FourthGen-Scale_Icon_Dark_Red.png,Hyper Flarescale,8,99,4500,"G-rank Hyper Agnaktor, Glavenus, Lavasioth, Uragaan, or Yian Garuga quests",Hyper Monster Items
https://static.wikia.nocookie.net/monsterhunter/images/c/cf/FourthGen-Sac_Icon_Dark_Purple.png,Hyper Aqua Sac,6,99,1500,"High-rank Hyper Kecha Wacha, Royal Ludroth, or Seltas Queen quests",Hyper Monster Items
https://static.wikia.nocookie.net/monsterhunter/images/a/a3/FourthGen-Sac_Icon_Dark_Red.png,Hyper Flood Sac,8,99,4500,"G-rank Hyper Kecha Wacha, Royal Ludroth, or Seltas Queen quests",Hyper Monster Items
https://static.wikia.nocookie.net/monsterhunter/images/3/35/FourthGen-Medicine_Icon_Dark_Purple.png,Hyper Fluid,6,99,1500,"High-rank Hyper Nibelsnarf, Mizutsune, Plesioth, orRoyal Ludroth quests",Hyper Monster Items
https://static.wikia.nocookie.net/monsterhunter/images/f/fb/FourthGen-Medicine_Icon_Dark_Red.png,Hyper Viscous Fluid,8,99,4500,"G-rank Hyper Nibelsnarf, Mizutsune, Plesioth, orRoyal Ludroth quests",Hyper Monster Items
https://static.wikia.nocookie.net/monsterhunter/images/c/cf/FourthGen-Sac_Icon_Dark_Purple.png,Hyper Thunder Sac,6,99,1500,High-rank Hyper Khezu quests,Hyper Monster Items
https://static.wikia.nocookie.net/monsterhunter/images/a/a3/FourthGen-Sac_Icon_Dark_Red.png,Hyper Lightning Sac,8,99,4500,G-rank Hyper Khezu quests,Hyper Monster Items
https://static.wikia.nocookie.net/monsterhunter/images/5/5d/FourthGen-Carapace_Icon_Dark_Purple.png,Hyper Charged Shell,6,99,1500,High-rank Hyper Astalos or Lagiacrus quests,Hyper Monster Items
https://static.wikia.nocookie.net/monsterhunter/images/0/0f/FourthGen-Carapace_Icon_Dark_Red.png,Hyper Amped Shell,8,99,4500,"G-rank Hyper Astalos or Lagiacrus quests. Also obtainable from subquest of ""Setting the Barioth High""",Hyper Monster Items
https://static.wikia.nocookie.net/monsterhunter/images/8/88/FourthGen-Monster_Parts_Icon_Dark_Purple.png,Hyper Shockfur,6,99,1500,High-rank Hyper Rajang or Zinogre quests,Hyper Monster Items
