name,armor_set_id,min_defense,max_defense,fire,ice,thunder,water,dragon,rarity,hunter_type,wearable_by,num_slots
High Metal Braces Z,690,110,152,0,-1,2,-1,0,8,blademaster,both,1
High Metal Tassets Z,690,110,152,0,-1,2,-1,0,8,blademaster,both,1
High Metal Greaves Z,690,110,152,0,-1,2,-1,0,8,blademaster,both,1
Pink Metal Boots X,691,102,144,5,-1,-1,-1,0,8,blademaster,female,1
Lobster Helm X,692,102,144,-1,-1,-1,4,-1,8,blademaster,both,1
Lobster Mail X,692,102,144,-1,-1,-1,4,-1,8,blademaster,both,0
Lobster Vambraces X,692,102,144,-1,-1,-1,4,-1,8,blademaster,both,1
Lobster Coil X,692,102,144,-1,-1,-1,4,-1,8,blademaster,both,0
Lobster Boots X,692,102,144,-1,-1,-1,4,-1,8,blademaster,both,1
Vaik Helm X,693,110,152,0,-1,-2,3,0,8,blademaster,both,2
Vaik Mail X,693,110,152,0,-1,-2,3,0,8,blademaster,both,0
Vaik Braces X,693,110,152,0,-1,-2,3,0,8,blademaster,both,1
Vaik Faulds X,693,110,152,0,-1,-2,3,0,8,blademaster,both,2
Vaik Greaves X,693,110,152,0,-1,-2,3,0,8,blademaster,both,2
Bistro Toque X,694,98,140,3,2,0,1,0,8,blademaster,both,1
Bistro Suit X,694,98,140,3,2,0,1,0,8,blademaster,both,1
Bistro Sarong X,694,98,140,3,2,0,1,0,8,blademaster,both,1
Patissier's Toque X,695,102,144,2,2,0,0,-2,8,blademaster,both,1
Patissier's Suit X,695,102,144,2,2,0,0,-2,8,blademaster,both,0
Patissier's Gloves X,695,102,144,2,2,0,0,-2,8,blademaster,both,1
Patissier's Sarong X,695,102,144,2,2,0,0,-2,8,blademaster,both,2
Patissier's Boots X,695,102,144,2,2,0,0,-2,8,blademaster,both,1
Gourmew Toque X,696,116,158,1,1,1,1,1,8,blademaster,male,3
Gourmew Suit X,696,116,158,1,1,1,1,1,8,blademaster,male,0
Gourmew Gloves X,696,116,158,1,1,1,1,1,8,blademaster,male,0
Gourmew Sarong X,696,116,158,1,1,1,1,1,8,blademaster,male,0
Gourmew Boots X,696,116,158,1,1,1,1,1,8,blademaster,male,2
Gourmew Toque X,697,116,158,1,1,1,1,1,8,blademaster,female,3
Gourmew Suit X,697,116,158,1,1,1,1,1,8,blademaster,female,0
Gourmew Gloves X,697,116,158,1,1,1,1,1,8,blademaster,female,0
Gourmew Sarong X,697,116,158,1,1,1,1,1,8,blademaster,female,0
Gourmew Boots X,697,116,158,1,1,1,1,1,8,blademaster,female,2
Aelucanth Vertex X,698,110,152,-2,-2,2,0,2,8,blademaster,male,1
Aelucanth Thorax X,698,110,152,-2,-2,2,0,2,8,blademaster,male,1
Aelucanth Brachia X,698,110,152,-2,-2,2,0,2,8,blademaster,male,0
Aelucanth Elytra X,698,110,152,-2,-2,2,0,2,8,blademaster,male,1
Aelucanth Crura X,698,110,152,-2,-2,2,0,2,8,blademaster,male,1
Rhopessa Vertex X,699,110,152,-2,-2,3,0,2,8,blademaster,female,1
Rhopessa Thorax X,699,110,152,-2,-2,3,0,2,8,blademaster,female,1
Rhopessa Brachia X,699,110,152,-2,-2,3,0,2,8,blademaster,female,0
Rhopessa Elytra X,699,110,152,-2,-2,3,0,2,8,blademaster,female,1
Rhopessa Crura X,699,110,152,-2,-2,3,0,2,8,blademaster,female,1
Lecturer's Hood X,700,102,144,0,0,0,0,0,8,blademaster,female,0
Lecturer's Suit X,700,102,144,0,0,0,0,0,8,blademaster,female,0
Lecturer's Braces X,700,102,144,0,0,0,0,0,8,blademaster,female,1
Lecturer's Skirt X,700,102,144,0,0,0,0,0,8,blademaster,female,0
Lecturer's Boots X,700,102,144,0,0,0,0,0,8,blademaster,female,2
Derring Helm X,701,106,148,0,0,0,0,0,8,blademaster,both,2
Derring Mail X,701,106,148,0,0,0,0,0,8,blademaster,both,1
Derring Vambraces X,701,106,148,0,0,0,0,0,8,blademaster,both,0
Derring Faulds X,701,106,148,0,0,0,0,0,8,blademaster,both,0
Derring Greaves X,701,106,148,0,0,0,0,0,8,blademaster,both,2
Artian Helm X,702,112,154,1,2,-2,-2,3,8,blademaster,both,3
Artian Mail X,702,112,154,1,2,-2,-2,3,8,blademaster,both,1
Artian Vambraces X,702,112,154,1,2,-2,-2,3,8,blademaster,both,1
Artian Coil X,702,112,154,1,2,-2,-2,3,8,blademaster,both,1
Artian Greaves X,702,112,154,1,2,-2,-2,3,8,blademaster,both,1
Artian Helm XR,703,106,148,1,2,-2,-2,3,8,blademaster,both,1
Artian Mail XR,703,106,148,1,2,-2,-2,3,8,blademaster,both,2
Artian Braces XR,703,106,148,1,2,-2,-2,3,8,blademaster,both,1
Artian Coil XR,703,106,148,1,2,-2,-2,3,8,blademaster,both,0
Artian Greaves XR,703,106,148,1,2,-2,-2,3,8,blademaster,both,0
Maiden's Hat X,704,102,144,0,0,0,0,0,8,blademaster,female,1
Maiden's Suit X,704,102,144,0,0,0,0,0,8,blademaster,female,1
Maiden's Gloves X,704,102,144,0,0,0,0,0,8,blademaster,female,1
Maiden's Skirt X,704,102,144,0,0,0,0,0,8,blademaster,female,1
Maiden's Socks X,704,102,144,0,0,0,0,0,8,blademaster,female,1
Dianthus Masacap,705,102,144,0,0,0,0,0,8,blademaster,female,1
Dianthus Masajacket,705,102,144,0,0,0,0,0,8,blademaster,female,0
Dianthus Masasleeves,705,102,144,0,0,0,0,0,8,blademaster,female,1
Dianthus Masaskirt,705,102,144,0,0,0,0,0,8,blademaster,female,1
Dianthus Masapants,705,102,144,0,0,0,0,0,8,blademaster,female,1
Hawkhat X,706,114,156,0,0,0,0,0,8,blademaster,male,0
Hawksuit X,706,114,156,0,0,0,0,0,8,blademaster,male,0
Hawkbraces X,706,114,156,0,0,0,0,0,8,blademaster,male,1
Hawkcoil X,706,114,156,0,0,0,0,0,8,blademaster,male,2
Hawkboots X,706,114,156,0,0,0,0,0,8,blademaster,male,2
Scholarly Hood X,707,114,156,0,0,0,0,0,8,blademaster,both,1
Scholarly Suit X,707,114,156,0,0,0,0,0,8,blademaster,both,2
Scholarly Grips X,707,114,156,0,0,0,0,0,8,blademaster,both,2
Scholarly Sash X,707,114,156,0,0,0,0,0,8,blademaster,both,1
Scholarly Boots X,707,114,156,0,0,0,0,0,8,blademaster,both,2
Dober Helm X,708,116,158,-2,0,0,0,4,8,blademaster,both,2
Dober Mail X,708,116,158,-2,0,0,0,4,8,blademaster,both,1
Dober Vambraces X,708,116,158,-2,0,0,0,4,8,blademaster,both,0
Dober Coil X,708,116,158,-2,0,0,0,4,8,blademaster,both,1
Dober Greaves X,708,116,158,-2,0,0,0,4,8,blademaster,both,1
Scholar's Beret X,709,114,156,0,0,0,0,0,8,blademaster,female,2
Scholar's Blouse X,709,114,156,0,0,0,0,0,8,blademaster,female,2
Scholar's Gloves X,709,114,156,0,0,0,0,0,8,blademaster,female,1
Scholar's Skirt X,709,114,156,0,0,0,0,0,8,blademaster,female,2
Scholar's Socks X,709,114,156,0,0,0,0,0,8,blademaster,female,3
Sailor Hat X,710,114,156,0,0,0,0,0,8,blademaster,female,1
Sailor Suit X,710,114,156,0,0,0,0,0,8,blademaster,female,1
Sailor Gloves X,710,114,156,0,0,0,0,0,8,blademaster,female,2
Sailor Skirt X,710,114,156,0,0,0,0,0,8,blademaster,female,2
Sailor Socks X,710,114,156,0,0,0,0,0,8,blademaster,female,2
Mariner Hood X,711,114,156,0,0,0,0,0,8,blademaster,female,1
Mariner Suit X,711,114,156,0,0,0,0,0,8,blademaster,female,1
Mariner Gloves X,711,114,156,0,0,0,0,0,8,blademaster,female,1
Mariner Skirt X,711,114,156,0,0,0,0,0,8,blademaster,female,1
Mariner Socks X,711,114,156,0,0,0,0,0,8,blademaster,female,1
Slagtoth Hood X,712,90,132,-2,-1,0,2,1,8,blademaster,both,1
Slagtoth Cloak X,712,90,132,-2,-1,0,2,1,8,blademaster,both,0
Jaggi Helm X,713,90,132,-2,0,0,0,0,8,blademaster,both,0
Jaggi Mail X,713,90,132,-2,0,0,0,0,8,blademaster,both,1
Jaggi Vambraces X,713,90,132,-2,0,0,0,0,8,blademaster,both,2
Jaggi Faulds X,713,90,132,-2,0,0,0,0,8,blademaster,both,1
Jaggi Greaves X,713,90,132,-2,0,0,0,0,8,blademaster,both,1
Maccao Helm X,714,92,134,-2,0,0,0,0,8,blademaster,both,1
Maccao Mail X,714,92,134,-2,0,0,0,0,8,blademaster,both,1
Maccao Braces X,714,92,134,-2,0,0,0,0,8,blademaster,both,2
Maccao Faulds X,714,92,134,-2,0,0,0,0,8,blademaster,both,1
Maccao Greaves X,714,92,134,-2,0,0,0,0,8,blademaster,both,2
Velociprey Helm X,715,92,134,0,-2,0,0,0,8,blademaster,both,1
Velociprey Mail X,715,92,134,0,-2,0,0,0,8,blademaster,both,0
Velociprey Braces X,715,92,134,0,-2,0,0,0,8,blademaster,both,2
Velociprey Tassets X,715,92,134,0,-2,0,0,0,8,blademaster,both,2
Velociprey Greaves X,715,92,134,0,-2,0,0,0,8,blademaster,both,2
Giaprey Helm X,716,92,134,0,2,-1,0,0,8,blademaster,both,1
Giaprey Mail X,716,92,134,0,2,-1,0,0,8,blademaster,both,1
Giaprey Braces X,716,92,134,0,2,-1,0,0,8,blademaster,both,1
Giaprey Faulds X,716,92,134,0,2,-1,0,0,8,blademaster,both,2
Giaprey Greaves X,716,92,134,0,2,-1,0,0,8,blademaster,both,3
Genprey Helm X,717,94,136,0,-2,1,0,0,8,blademaster,both,2
Genprey Mail X,717,94,136,0,-2,1,0,0,8,blademaster,both,1
Genprey Vambraces X,717,94,136,0,-2,1,0,0,8,blademaster,both,1
Genprey Tassets X,717,94,136,0,-2,1,0,0,8,blademaster,both,2
Genprey Greaves X,717,94,136,0,-2,1,0,0,8,blademaster,both,1
Genprey Helm GX,718,100,142,0,-2,1,0,0,8,blademaster,both,1
Genprey Mail GX,718,100,142,0,-2,1,0,0,8,blademaster,both,1
Genprey Vambraces GX,718,100,142,0,-2,1,0,0,8,blademaster,both,2
Genprey Tassets GX,718,100,142,0,-2,1,0,0,8,blademaster,both,2
Genprey Greaves GX,718,100,142,0,-2,1,0,0,8,blademaster,both,2
Vespoid Helm X,719,94,136,-2,1,1,1,2,8,blademaster,both,3
Vespoid Mail X,719,94,136,-2,1,1,1,2,8,blademaster,both,2
Vespoid Vambraces X,719,94,136,-2,1,1,1,2,8,blademaster,both,2
Vespoid Tassets X,719,94,136,-2,1,1,1,2,8,blademaster,both,1
Vespoid Greaves X,719,94,136,-2,1,1,1,2,8,blademaster,both,2
Vespoid Helm GX,720,104,146,-2,1,1,1,2,8,blademaster,both,1
Vespoid Mail GX,720,104,146,-2,1,1,1,2,8,blademaster,both,1
Vespoid Vambraces GX,720,104,146,-2,1,1,1,2,8,blademaster,both,2
Vespoid Tassets GX,720,104,146,-2,1,1,1,2,8,blademaster,both,2
Vespoid Greaves GX,720,104,146,-2,1,1,1,2,8,blademaster,both,2
Hornetaur Helm X,721,96,138,-1,-1,-1,-1,4,8,blademaster,both,1
Hornetaur Mail X,721,96,138,-1,-1,-1,-1,4,8,blademaster,both,1
Hornetaur Braces X,721,96,138,-1,-1,-1,-1,4,8,blademaster,both,2
Hornetaur Tassets X,721,96,138,-1,-1,-1,-1,4,8,blademaster,both,2
Hornetaur Greaves X,721,96,138,-1,-1,-1,-1,4,8,blademaster,both,2
Hornetaur Helm GX,722,100,142,-1,-1,-1,-1,4,8,blademaster,both,1
Hornetaur Mail GX,722,100,142,-1,-1,-1,-1,4,8,blademaster,both,1
Hornetaur Braces GX,722,100,142,-1,-1,-1,-1,4,8,blademaster,both,1
Hornetaur Tassets GX,722,100,142,-1,-1,-1,-1,4,8,blademaster,both,1
Hornetaur Greaves GX,722,100,142,-1,-1,-1,-1,4,8,blademaster,both,1
Hornetaur Helm XR,723,94,136,-1,-1,-1,-1,4,8,blademaster,both,2
Hornetaur Mail XR,723,94,136,-1,-1,-1,-1,4,8,blademaster,both,2
Hornetaur Braces XR,723,94,136,-1,-1,-1,-1,4,8,blademaster,both,0
Hornetaur Tassets XR,723,94,136,-1,-1,-1,-1,4,8,blademaster,both,0
Hornetaur Greaves XR,723,94,136,-1,-1,-1,-1,4,8,blademaster,both,1
Bnahabra Hat X,724,94,136,-2,0,0,0,2,8,blademaster,both,2
Bnahabra Suit X,724,94,136,-2,0,0,0,2,8,blademaster,both,1
Bnahabra Gloves X,724,94,136,-2,0,0,0,2,8,blademaster,both,2
Bnahabra Coil X,724,94,136,-2,0,0,0,2,8,blademaster,both,1
Bnahabra Boots X,724,94,136,-2,0,0,0,2,8,blademaster,both,1
Konchu Helm X,725,98,140,0,1,1,1,1,8,blademaster,both,2
Konchu Vambraces X,725,98,140,0,1,1,1,1,8,blademaster,both,2
Rhenoplos Helm X,726,94,136,2,-2,0,0,0,8,blademaster,both,1
Rhenoplos Mail X,726,94,136,2,-2,0,0,0,8,blademaster,both,1
Rhenoplos Braces X,726,94,136,2,-2,0,0,0,8,blademaster,both,2
Rhenoplos Coil X,726,94,136,2,-2,0,0,0,8,blademaster,both,1
Rhenoplos Greaves X,726,94,136,2,-2,0,0,0,8,blademaster,both,1
Bulldrome Helm X,727,98,140,0,1,-2,2,0,8,blademaster,both,1
Bulldrome Mail X,727,98,140,0,1,-2,2,0,8,blademaster,both,1
Bulldrome Braces X,727,98,140,0,1,-2,2,0,8,blademaster,both,2
Bulldrome Faulds X,727,98,140,0,1,-2,2,0,8,blademaster,both,1
Bulldrome Greaves X,727,98,140,0,1,-2,2,0,8,blademaster,both,2
Arzuros Helm X,728,100,142,-2,0,-2,0,0,8,blademaster,both,2
Arzuros Mail X,728,100,142,-2,0,-2,0,0,8,blademaster,both,0
Arzuros Vambraces X,728,100,142,-2,0,-2,0,0,8,blademaster,both,0
Arzuros Faulds X,728,100,142,-2,0,-2,0,0,8,blademaster,both,3
Arzuros Greaves X,728,100,142,-2,0,-2,0,0,8,blademaster,both,1
Cephalos Helm X,729,100,142,2,-3,0,0,0,8,blademaster,both,1
Cephalos Mail X,729,100,142,2,-3,0,0,0,8,blademaster,both,1
Cephalos Vambraces X,729,100,142,2,-3,0,0,0,8,blademaster,both,1
Cephalos Tassets X,729,100,142,2,-3,0,0,0,8,blademaster,both,1
Cephalos Greaves X,729,100,142,2,-3,0,0,0,8,blademaster,both,2
Cephalos Helm GX,730,104,146,2,-3,0,0,0,8,blademaster,both,1
Cephalos Mail GX,730,104,146,2,-3,0,0,0,8,blademaster,both,1
Cephalos Braces GX,730,104,146,2,-3,0,0,0,8,blademaster,both,1
Cephalos Tassets GX,730,104,146,2,-3,0,0,0,8,blademaster,both,1
Cephalos Greaves GX,730,104,146,2,-3,0,0,0,8,blademaster,both,1
Droth Mail X,731,88,130,-2,0,-1,4,0,8,blademaster,both,1
Droth Faulds X,731,88,130,-2,0,-1,4,0,8,blademaster,both,3
Droth Greaves X,731,88,130,-2,0,-1,4,0,8,blademaster,both,2
Uroktor Torso X,732,98,140,4,-1,0,-2,0,8,blademaster,both,2
Uroktor Tassets X,732,98,140,4,-1,0,-2,0,8,blademaster,both,2
Moofah Head X,733,90,132,-1,3,2,0,0,8,blademaster,both,1
Moofah Suit X,733,90,132,-1,3,2,0,0,8,blademaster,both,0
Moofah Claws X,733,90,132,-1,3,2,0,0,8,blademaster,both,0
Moofah Coil X,733,90,132,-1,3,2,0,0,8,blademaster,both,0
Velociprey Head X,734,84,126,1,1,1,2,1,8,blademaster,both,1
Velociprey Body X,734,84,126,1,1,1,2,1,8,blademaster,both,1
Velociprey Claws X,734,84,126,1,1,1,2,1,8,blademaster,both,1
Velociprey Feet X,734,84,126,1,1,1,2,1,8,blademaster,both,1
Giaprey Head X,735,88,130,1,2,1,1,1,8,blademaster,both,1
Giaprey Body X,735,88,130,1,2,1,1,1,8,blademaster,both,1
Giaprey Claws X,735,88,130,1,2,1,1,1,8,blademaster,both,1
Giaprey Feet X,735,88,130,1,2,1,1,1,8,blademaster,both,1
Genprey Head X,736,84,126,1,1,2,1,1,8,blademaster,both,1
Genprey Body X,736,84,126,1,1,2,1,1,8,blademaster,both,1
Genprey Claws X,736,84,126,1,1,2,1,1,8,blademaster,both,1
Genprey Feet X,736,84,126,1,1,2,1,1,8,blademaster,both,1
Ioprey Head X,737,88,130,2,1,1,1,1,8,blademaster,both,1
Ioprey Body X,737,88,130,2,1,1,1,1,8,blademaster,both,1
Ioprey Claws X,737,88,130,2,1,1,1,1,8,blademaster,both,1
Ioprey Feet X,737,88,130,2,1,1,1,1,8,blademaster,both,1
Remobra Headgear X,738,84,126,1,1,1,1,2,8,blademaster,both,1
Remobra Suit X,738,84,126,1,1,1,1,2,8,blademaster,both,1
Remobra Gloves X,738,84,126,1,1,1,1,2,8,blademaster,both,1
Remobra Belt X,738,84,126,1,1,1,1,2,8,blademaster,both,2
Remobra Feet X,738,84,126,1,1,1,1,2,8,blademaster,both,0
Ioprey Helm X,739,102,144,2,0,-1,-1,0,8,blademaster,both,2
Ioprey Mail X,739,102,144,2,0,-1,-1,0,8,blademaster,both,2
Ioprey Vambraces X,739,102,144,2,0,-1,-1,0,8,blademaster,both,1
Ioprey Tassets X,739,102,144,2,0,-1,-1,0,8,blademaster,both,2
Ioprey Greaves X,739,102,144,2,0,-1,-1,0,8,blademaster,both,0
Ioprey Helm GX,740,108,150,2,0,-1,-1,0,8,blademaster,both,1
Ioprey Mail GX,740,108,150,2,0,-1,-1,0,8,blademaster,both,2
Ioprey Vambraces GX,740,108,150,2,0,-1,-1,0,8,blademaster,both,2
Ioprey Tassets GX,740,108,150,2,0,-1,-1,0,8,blademaster,both,1
Ioprey Greaves GX,740,108,150,2,0,-1,-1,0,8,blademaster,both,1
Kut-Ku Helm X,741,102,144,3,-3,0,-1,0,8,blademaster,both,1
Kut-Ku Mail X,741,102,144,3,-3,0,-1,0,8,blademaster,both,1
Kut-Ku Vambraces X,741,102,144,3,-3,0,-1,0,8,blademaster,both,1
Kut-Ku Tassets X,741,102,144,3,-3,0,-1,0,8,blademaster,both,1
Kut-Ku Greaves X,741,102,144,3,-3,0,-1,0,8,blademaster,both,2
Kecha Helm X,742,100,142,-2,0,-1,2,1,8,blademaster,both,0
Kecha Mail X,742,100,142,-2,0,-1,2,1,8,blademaster,both,1
Kecha Braces X,742,100,142,-2,0,-1,2,1,8,blademaster,both,1
Kecha Faulds X,742,100,142,-2,0,-1,2,1,8,blademaster,both,1
Kecha Greaves X,742,100,142,-2,0,-1,2,1,8,blademaster,both,2
Lagombi Helm X,743,98,140,-3,3,0,1,0,8,blademaster,both,1
Lagombi Mail X,743,98,140,-3,3,0,1,0,8,blademaster,both,1
Lagombi Vambraces X,743,98,140,-3,3,0,1,0,8,blademaster,both,2
Lagombi Faulds X,743,98,140,-3,3,0,1,0,8,blademaster,both,2
Lagombi Greaves X,743,98,140,-3,3,0,1,0,8,blademaster,both,1
Gypceros Helm X,744,102,144,-3,-1,4,1,0,8,blademaster,both,1
Gypceros Mail X,744,102,144,-3,-1,4,1,0,8,blademaster,both,2
Gypceros Vambraces X,744,102,144,-3,-1,4,1,0,8,blademaster,both,1
Gypceros Tassets X,744,102,144,-3,-1,4,1,0,8,blademaster,both,1
Gypceros Greaves X,744,102,144,-3,-1,4,1,0,8,blademaster,both,2
Gypceros Helm XR,745,96,138,-3,-1,4,1,0,8,blademaster,both,0
Gypceros Mail XR,745,96,138,-3,-1,4,1,0,8,blademaster,both,1
Gypceros Braces XR,745,96,138,-3,-1,4,1,0,8,blademaster,both,1
Gypceros Tassets XR,745,96,138,-3,-1,4,1,0,8,blademaster,both,1
Gypceros Greaves XR,745,96,138,-3,-1,4,1,0,8,blademaster,both,0
Tetsucabra Helm X,746,102,144,2,0,-1,-3,1,8,blademaster,both,1
Tetsucabra Mail X,746,102,144,2,0,-1,-3,1,8,blademaster,both,1
Tetsucabra Braces X,746,102,144,2,0,-1,-3,1,8,blademaster,both,1
Tetsucabra Faulds X,746,102,144,2,0,-1,-3,1,8,blademaster,both,2
Tetsucabra Greaves X,746,102,144,2,0,-1,-3,1,8,blademaster,both,2
Hermitaur Helm X,747,104,146,-1,0,-3,3,1,8,blademaster,both,1
Hermitaur Mail X,747,104,146,-1,0,-3,3,1,8,blademaster,both,0
Hermitaur Braces X,747,104,146,-1,0,-3,3,1,8,blademaster,both,2
Hermitaur Tassets X,747,104,146,-1,0,-3,3,1,8,blademaster,both,0
Hermitaur Greaves X,747,104,146,-1,0,-3,3,1,8,blademaster,both,3
Hermitaur Helm GX,748,108,150,-1,0,-3,3,1,8,blademaster,both,1
Hermitaur Mail GX,748,108,150,-1,0,-3,3,1,8,blademaster,both,1
Hermitaur Braces GX,748,108,150,-1,0,-3,3,1,8,blademaster,both,2
Hermitaur Tassets GX,748,108,150,-1,0,-3,3,1,8,blademaster,both,2
Hermitaur Greaves GX,748,108,150,-1,0,-3,3,1,8,blademaster,both,0
Hermitaur Helm XR,749,102,144,-1,0,-3,3,1,8,blademaster,both,1
Hermitaur Mail XR,749,102,144,-1,0,-3,3,1,8,blademaster,both,3
Hermitaur Braces XR,749,102,144,-1,0,-3,3,1,8,blademaster,both,1
Hermitaur Tassets XR,749,102,144,-1,0,-3,3,1,8,blademaster,both,0
Hermitaur Greaves XR,749,102,144,-1,0,-3,3,1,8,blademaster,both,0
Volvidon Helm X,750,102,144,2,-1,0,-3,1,8,blademaster,both,0
Volvidon Mail X,750,102,144,2,-1,0,-3,1,8,blademaster,both,1
Volvidon Vambraces X,750,102,144,2,-1,0,-3,1,8,blademaster,both,1
Volvidon Faulds X,750,102,144,2,-1,0,-3,1,8,blademaster,both,2
Volvidon Greaves X,750,102,144,2,-1,0,-3,1,8,blademaster,both,2
Conga Helm X,751,104,146,-3,-1,1,1,0,8,blademaster,both,2
Conga Mail X,751,104,146,-3,-1,1,1,0,8,blademaster,both,1
Conga Vambraces X,751,104,146,-3,-1,1,1,0,8,blademaster,both,1
Conga Tassets X,751,104,146,-3,-1,1,1,0,8,blademaster,both,2
Conga Greaves X,751,104,146,-3,-1,1,1,0,8,blademaster,both,1
Conga Helm GX,752,110,152,-3,-1,1,1,0,8,blademaster,both,1
Conga Mail GX,752,110,152,-3,-1,1,1,0,8,blademaster,both,2
Conga Vambraces GX,752,110,152,-3,-1,1,1,0,8,blademaster,both,2
Conga Tassets GX,752,110,152,-3,-1,1,1,0,8,blademaster,both,2
Conga Greaves GX,752,110,152,-3,-1,1,1,0,8,blademaster,both,1
Ludroth Helm X,753,102,144,-3,0,-1,4,0,8,blademaster,both,1
Ludroth Mail X,753,102,144,-3,0,-1,4,0,8,blademaster,both,1
Ludroth Vambraces X,753,102,144,-3,0,-1,4,0,8,blademaster,both,1
Ludroth Faulds X,753,102,144,-3,0,-1,4,0,8,blademaster,both,2
Ludroth Greaves X,753,102,144,-3,0,-1,4,0,8,blademaster,both,1
Ludroth Helm XR,754,100,142,-3,0,-1,4,0,8,blademaster,both,0
Ludroth Mail XR,754,100,142,-3,0,-1,4,0,8,blademaster,both,1
Ludroth Braces XR,754,100,142,-3,0,-1,4,0,8,blademaster,both,0
Ludroth Faulds XR,754,100,142,-3,0,-1,4,0,8,blademaster,both,0
Ludroth Greaves XR,754,100,142,-3,0,-1,4,0,8,blademaster,both,0
Barroth Helm X,755,106,148,0,-2,1,0,0,8,blademaster,both,1
Barroth Mail X,755,106,148,0,-2,1,0,0,8,blademaster,both,0
Barroth Vambraces X,755,106,148,0,-2,1,0,0,8,blademaster,both,2
Barroth Faulds X,755,106,148,0,-2,1,0,0,8,blademaster,both,1
Barroth Greaves X,755,106,148,0,-2,1,0,0,8,blademaster,both,2
Basarios Helm X,756,108,150,0,1,1,-2,-3,8,blademaster,both,2
Basarios Mail X,756,108,150,0,1,1,-2,-3,8,blademaster,both,0
Basarios Vambraces X,756,108,150,0,1,1,-2,-3,8,blademaster,both,2
Basarios Tassets X,756,108,150,0,1,1,-2,-3,8,blademaster,both,2
Basarios Greaves X,756,108,150,0,1,1,-2,-3,8,blademaster,both,1
Malfestio Helm X,757,102,144,-2,1,1,-2,0,8,blademaster,both,1
Malfestio Mail X,757,102,144,-2,1,1,-2,0,8,blademaster,both,1
Malfestio Braces X,757,102,144,-2,1,1,-2,0,8,blademaster,both,1
Malfestio Faulds X,757,102,144,-2,1,1,-2,0,8,blademaster,both,1
Malfestio Greaves X,757,102,144,-2,1,1,-2,0,8,blademaster,both,2
Zamtrios Helm X,758,102,144,-2,4,-4,3,0,8,blademaster,both,1
Zamtrios Mail X,758,102,144,-2,4,-4,3,0,8,blademaster,both,0
Zamtrios Braces X,758,102,144,-2,4,-4,3,0,8,blademaster,both,0
Zamtrios Faulds X,758,102,144,-2,4,-4,3,0,8,blademaster,both,1
Zamtrios Greaves X,758,102,144,-2,4,-4,3,0,8,blademaster,both,2
Khezu Helm X,759,108,150,-4,2,4,1,1,8,blademaster,both,1
Khezu Mail X,759,108,150,-4,2,4,1,1,8,blademaster,both,0
Khezu Vambraces X,759,108,150,-4,2,4,1,1,8,blademaster,both,2
Khezu Tassets X,759,108,150,-4,2,4,1,1,8,blademaster,both,1
Khezu Greaves X,759,108,150,-4,2,4,1,1,8,blademaster,both,1
Khezu Helm XR,760,102,144,-4,2,4,1,1,8,blademaster,both,1
Khezu Mail XR,760,102,144,-4,2,4,1,1,8,blademaster,both,1
Khezu Vambraces XR,760,102,144,-4,2,4,1,1,8,blademaster,both,1
Khezu Tassets XR,760,102,144,-4,2,4,1,1,8,blademaster,both,2
Khezu Greaves XR,760,102,144,-4,2,4,1,1,8,blademaster,both,1
Nerscylla Helm X,761,110,152,0,1,-2,2,2,8,blademaster,both,2
Nerscylla Mail X,761,110,152,0,1,-2,2,2,8,blademaster,both,0
Nerscylla Braces X,761,110,152,0,1,-2,2,2,8,blademaster,both,1
Nerscylla Faulds X,761,110,152,0,1,-2,2,2,8,blademaster,both,2
Nerscylla Greaves X,761,110,152,0,1,-2,2,2,8,blademaster,both,2
Rathian Helm X,762,112,154,3,0,-2,0,-3,8,blademaster,both,1
Rathian Mail X,762,112,154,3,0,-2,0,-3,8,blademaster,both,0
Rathian Vambraces X,762,112,154,3,0,-2,0,-3,8,blademaster,both,0
Rathian Faulds X,762,112,154,3,0,-2,0,-3,8,blademaster,both,2
Rathian Greaves X,762,112,154,3,0,-2,0,-3,8,blademaster,both,2
Rathian Helm GX,763,118,160,3,0,-2,0,-3,8,blademaster,both,1
Rathian Mail GX,763,118,160,3,0,-2,0,-3,8,blademaster,both,1
Rathian Braces GX,763,118,160,3,0,-2,0,-3,8,blademaster,both,1
Rathian Faulds GX,763,118,160,3,0,-2,0,-3,8,blademaster,both,1
Rathian Greaves GX,763,118,160,3,0,-2,0,-3,8,blademaster,both,2
Rathian Helm XR,764,106,148,3,0,-2,0,-3,8,blademaster,both,1
Rathian Mail XR,764,106,148,3,0,-2,0,-3,8,blademaster,both,2
Rathian Braces XR,764,106,148,3,0,-2,0,-3,8,blademaster,both,1
Rathian Faulds XR,764,106,148,3,0,-2,0,-3,8,blademaster,both,0
Rathian Greaves XR,764,106,148,3,0,-2,0,-3,8,blademaster,both,1
Nibelsnarf Helm X,765,112,154,2,-3,-1,0,1,8,blademaster,both,1
Nibelsnarf Mail X,765,112,154,2,-3,-1,0,1,8,blademaster,both,1
Nibelsnarf Braces X,765,112,154,2,-3,-1,0,1,8,blademaster,both,2
Nibelsnarf Faulds X,765,112,154,2,-3,-1,0,1,8,blademaster,both,2
Nibelsnarf Greaves X,765,112,154,2,-3,-1,0,1,8,blademaster,both,2
Plesioth Helm X,766,114,156,-2,2,-4,4,1,8,blademaster,both,1
Plesioth Mail X,766,114,156,-2,2,-4,4,1,8,blademaster,both,1
