chance,map,area,rank,node,appear_chance,min,max,name,amount,item
10,Marshlands,7,g,3,80,4,6,Novacrystal,1,
10,Marshlands,7,g,3,80,4,6,Lazurite Jewel,1,
5,Marshlands,7,g,3,80,4,6,Adamant Orb,1,
5,Marshlands,7,g,3,80,4,6,Auristone Piece,1,
20,Marshlands,7,g,4,20,4,6,Eltalite Ore,1,
20,Marshlands,7,g,4,20,4,6,Meldspar Ore,1,
20,Marshlands,7,g,4,20,4,6,Sovereign Orb,1,
15,Marshlands,7,g,4,20,4,6,Purecrystal,1,
10,Marshlands,7,g,4,20,4,6,Adamant Orb,1,
10,Marshlands,7,g,4,20,4,6,Auristone Chunk,1,
5,Marshlands,7,g,4,20,4,6,Novacrystal,1,
30,Marshlands,7,g,5,80,4,6,Huskberry,1,
25,Marshlands,7,g,5,80,4,6,Scatternut,1,
25,Marshlands,7,g,5,80,4,6,Bomberry,1,
20,Marshlands,7,g,5,80,4,6,Huskberry,2,
30,Marshlands,7,g,6,20,4,6,Scatternut,1,
30,Marshlands,7,g,6,20,4,6,Bomberry,1,
25,Marshlands,7,g,6,20,4,6,Huskberry,3,
15,Marshlands,7,g,6,20,4,6,Huskberry,4,
20,Marshlands,7,g,7,80,4,6,Eltalite Ore,1,
15,Marshlands,7,g,7,80,4,6,Disc Stone,2,
15,Marshlands,7,g,7,80,4,6,Shining Charm,1,
10,Marshlands,7,g,7,80,4,6,Lightcrystal,1,
10,Marshlands,7,g,7,80,4,6,Fucium Ore,1,
10,Marshlands,7,g,7,80,4,6,Lazurite Jewel,1,
10,Marshlands,7,g,7,80,4,6,Timeworn Charm,1,
5,Marshlands,7,g,7,80,4,6,Adamant Orb,1,
5,Marshlands,7,g,7,80,4,6,Auristone Piece,1,
20,Marshlands,7,g,8,20,4,6,Meldspar Ore,1,
20,Marshlands,7,g,8,20,4,6,King Armor Sphere,1,
15,Marshlands,7,g,8,20,4,6,Timeworn Charm,1,
10,Marshlands,7,g,8,20,4,6,Eltalite Ore,1,
10,Marshlands,7,g,8,20,4,6,Purecrystal,1,
10,Marshlands,7,g,8,20,4,6,Sovereign Orb,1,
10,Marshlands,7,g,8,20,4,6,Auristone Chunk,1,
5,Marshlands,7,g,8,20,4,6,Adamant Orb,1,
50,Marshlands,7,g,9,80,3,5,Speed Jelly,1,
25,Marshlands,7,g,9,80,3,5,Larval Extract,1,
25,Marshlands,7,g,9,80,3,5,Thunder Ambrosia,1,
35,Marshlands,7,g,10,20,3,5,Paralarval Extract,1,
25,Marshlands,7,g,10,20,3,5,Larval Extract,1,
20,Marshlands,7,g,10,20,3,5,Speed Jelly,2,
20,Marshlands,7,g,10,20,3,5,Thunder Ambrosia,2,
30,Marshlands,8,low,1,,4,6,Huskberry,1,
30,Marshlands,8,low,1,,4,6,Scatternut,1,
30,Marshlands,8,low,1,,4,6,Bomberry,1,
10,Marshlands,8,low,1,,4,6,Huskberry,2,
65,Marshlands,8,low,2,,4,6,Speed Jelly,1,
25,Marshlands,8,low,2,,4,6,Thunder Ambrosia,1,
10,Marshlands,8,low,2,,4,6,Larval Extract,1,
35,Marshlands,8,low,3,,4,6,Bitterbug,1,
25,Marshlands,8,low,3,,4,6,Carpenterbug,1,
15,Marshlands,8,low,3,,4,6,Shiny Beetle,1,
15,Marshlands,8,low,3,,4,6,Royal Rhino,1,
10,Marshlands,8,low,3,,4,6,Flashbug,1,
30,Marshlands,8,low,4,80,4,6,Huskberry,1,
25,Marshlands,8,low,4,80,4,6,Scatternut,1,
25,Marshlands,8,low,4,80,4,6,Bomberry,1,
20,Marshlands,8,low,4,80,4,6,Huskberry,2,
30,Marshlands,8,low,5,20,4,6,Scatternut,1,
30,Marshlands,8,low,5,20,4,6,Bomberry,1,
25,Marshlands,8,low,5,20,4,6,Huskberry,3,
15,Marshlands,8,low,5,20,4,6,Huskberry,4,
35,Marshlands,8,low,6,70,3,5,Flashbug,1,
35,Marshlands,8,low,6,70,3,5,Carpenterbug,1,
20,Marshlands,8,low,6,70,3,5,Thunderbug,1,
10,Marshlands,8,low,6,70,3,5,Royal Rhino,1,
40,Marshlands,8,low,7,30,3,5,Godbug,1,
25,Marshlands,8,low,7,30,3,5,Royal Rhino,1,
15,Marshlands,8,low,7,30,3,5,Thunderbug,1,
15,Marshlands,8,low,7,30,3,5,Carpenterbug,1,
5,Marshlands,8,low,7,30,3,5,Flashbug,1,
35,Marshlands,8,low,8,70,3,5,Bitterbug,1,
30,Marshlands,8,low,8,70,3,5,Shiny Beetle,1,
25,Marshlands,8,low,8,70,3,5,Flashbug,1,
10,Marshlands,8,low,8,70,3,5,Royal Rhino,1,
30,Marshlands,8,low,9,30,3,5,Royal Rhino,1,
25,Marshlands,8,low,9,30,3,5,Shiny Beetle,1,
20,Marshlands,8,low,9,30,3,5,Godbug,1,
15,Marshlands,8,low,9,30,3,5,Thunderbug,1,
10,Marshlands,8,low,9,30,3,5,Bitterbug,1,
30,Marshlands,8,high,1,,4,6,Huskberry,1,
30,Marshlands,8,high,1,,4,6,Scatternut,1,
30,Marshlands,8,high,1,,4,6,Bomberry,1,
10,Marshlands,8,high,1,,4,6,Huskberry,2,
55,Marshlands,8,high,2,,4,6,Speed Jelly,1,
25,Marshlands,8,high,2,,4,6,Thunder Ambrosia,1,
10,Marshlands,8,high,2,,4,6,Larval Extract,1,
10,Marshlands,8,high,2,,4,6,Paralarval Extract,1,
25,Marshlands,8,high,3,,4,6,Hercudrome,1,
15,Marshlands,8,high,3,,4,6,Bitterbug,1,
15,Marshlands,8,high,3,,4,6,Shiny Beetle,1,
15,Marshlands,8,high,3,,4,6,Rare Scarab,1,
15,Marshlands,8,high,3,,4,6,Royal Rhino,1,
10,Marshlands,8,high,3,,4,6,Flashbug,1,
5,Marshlands,8,high,3,,4,6,Divine Rhino,1,
30,Marshlands,8,high,4,80,4,6,Huskberry,1,
25,Marshlands,8,high,4,80,4,6,Scatternut,1,
25,Marshlands,8,high,4,80,4,6,Bomberry,1,
20,Marshlands,8,high,4,80,4,6,Huskberry,2,
30,Marshlands,8,high,5,20,4,6,Scatternut,1,
30,Marshlands,8,high,5,20,4,6,Bomberry,1,
25,Marshlands,8,high,5,20,4,6,Huskberry,3,
15,Marshlands,8,high,5,20,4,6,Huskberry,4,
35,Marshlands,8,high,6,70,3,5,Flashbug,1,
35,Marshlands,8,high,6,70,3,5,Hercudrome,1,
20,Marshlands,8,high,6,70,3,5,Thunderbug,1,
10,Marshlands,8,high,6,70,3,5,Royal Rhino,1,
40,Marshlands,8,high,7,30,3,5,Godbug,1,
20,Marshlands,8,high,7,30,3,5,Royal Rhino,1,
15,Marshlands,8,high,7,30,3,5,Thunderbug,1,
15,Marshlands,8,high,7,30,3,5,Hercudrome,1,
5,Marshlands,8,high,7,30,3,5,Flashbug,1,
5,Marshlands,8,high,7,30,3,5,Divine Rhino,1,
35,Marshlands,8,high,8,70,3,5,Bitterbug,1,
30,Marshlands,8,high,8,70,3,5,Shiny Beetle,1,
25,Marshlands,8,high,8,70,3,5,Flashbug,1,
10,Marshlands,8,high,8,70,3,5,Royal Rhino,1,
25,Marshlands,8,high,9,30,3,5,Shiny Beetle,1,
25,Marshlands,8,high,9,30,3,5,Royal Rhino,1,
20,Marshlands,8,high,9,30,3,5,Godbug,1,
15,Marshlands,8,high,9,30,3,5,Thunderbug,1,
10,Marshlands,8,high,9,30,3,5,Bitterbug,1,
5,Marshlands,8,high,9,30,3,5,Divine Rhino,1,
30,Marshlands,8,g,1,,4,6,Huskberry,1,
30,Marshlands,8,g,1,,4,6,Scatternut,1,
30,Marshlands,8,g,1,,4,6,Bomberry,1,
10,Marshlands,8,g,1,,4,6,Huskberry,2,
50,Marshlands,8,g,2,,4,6,Speed Jelly,1,
20,Marshlands,8,g,2,,4,6,Thunder Ambrosia,1,
15,Marshlands,8,g,2,,4,6,Larval Extract,1,
15,Marshlands,8,g,2,,4,6,Paralarval Extract,1,
25,Marshlands,8,g,3,,4,6,Rare Scarab,1,
20,Marshlands,8,g,3,,4,6,Flutterfly,1,
15,Marshlands,8,g,3,,4,6,Shiny Beetle,2,
15,Marshlands,8,g,3,,4,6,Hercudrome,2,
15,Marshlands,8,g,3,,4,6,Divine Rhino,1,
5,Marshlands,8,g,3,,4,6,Bitterbug,2,
5,Marshlands,8,g,3,,4,6,Royal Rhino,1,
30,Marshlands,8,g,4,80,4,6,Huskberry,1,
25,Marshlands,8,g,4,80,4,6,Scatternut,1,
25,Marshlands,8,g,4,80,4,6,Bomberry,1,
20,Marshlands,8,g,4,80,4,6,Huskberry,2,
30,Marshlands,8,g,5,20,4,6,Scatternut,1,
30,Marshlands,8,g,5,20,4,6,Bomberry,1,
25,Marshlands,8,g,5,20,4,6,Huskberry,3,
15,Marshlands,8,g,5,20,4,6,Huskberry,4,
30,Marshlands,8,g,6,70,3,5,Rare Scarab,1,
20,Marshlands,8,g,6,70,3,5,Thunderbug,2,
20,Marshlands,8,g,6,70,3,5,King Scarab,1,
20,Marshlands,8,g,6,70,3,5,Royal Rhino,1,
10,Marshlands,8,g,6,70,3,5,Emperor Hopper,1,
30,Marshlands,8,g,7,30,3,5,Emperor Hopper,1,
25,Marshlands,8,g,7,30,3,5,King Scarab,1,
25,Marshlands,8,g,7,30,3,5,Rare Scarab,1,
20,Marshlands,8,g,7,30,3,5,Divine Rhino,1,
30,Marshlands,8,g,8,70,3,5,Shiny Beetle,2,
30,Marshlands,8,g,8,70,3,5,Rare Scarab,1,
15,Marshlands,8,g,8,70,3,5,Bitterbug,2,
15,Marshlands,8,g,8,70,3,5,Royal Rhino,1,
10,Marshlands,8,g,8,70,3,5,Flutterfly,1,
35,Marshlands,8,g,9,30,3,5,Rare Scarab,1,
35,Marshlands,8,g,9,30,3,5,Flutterfly,1,
30,Marshlands,8,g,9,30,3,5,Divine Rhino,1,
85,Marshlands,9,low,1,,,,Sootstone Ore,1,∞
10,Marshlands,9,low,1,,,,Stone,1,∞
5,Marshlands,9,low,1,,,,Whetstone,1,∞
85,Marshlands,9,low,2,,,,Worm,1,∞
10,Marshlands,9,low,2,,,,Insect Husk,1,∞
5,Marshlands,9,low,2,,,,Stone,1,∞
35,Marshlands,9,low,3,,4,6,Disc Stone,1,
30,Marshlands,9,low,3,,4,6,Auristone Piece,1,
20,Marshlands,9,low,3,,4,6,Ice Crystal,1,
10,Marshlands,9,low,3,,4,6,Armor Sphere,1,
5,Marshlands,9,low,3,,4,6,Sunspire Jewel,1,
75,Marshlands,9,low,4,,8,10,Whetstone,1,
15,Marshlands,9,low,4,,8,10,Stone,1,
10,Marshlands,9,low,4,,8,10,Stone,2,
30,Marshlands,9,low,5,,3,5,Herb,1,
20,Marshlands,9,low,5,,3,5,Antidote Herb,1,
20,Marshlands,9,low,5,,3,5,Sleep Herb,1,
20,Marshlands,9,low,5,,3,5,Felvine,1,
10,Marshlands,9,low,5,,3,5,Hot Pepper,1,
25,Marshlands,9,low,6,80,4,6,Disc Stone,1,
25,Marshlands,9,low,6,80,4,6,Aquaglow Jewel,1,
20,Marshlands,9,low,6,80,4,6,Auristone Piece,1,
15,Marshlands,9,low,6,80,4,6,Mystery Charm,1,
10,Marshlands,9,low,6,80,4,6,Armor Sphere,1,
5,Marshlands,9,low,6,80,4,6,Stone,1,
25,Marshlands,9,low,7,20,4,6,Disc Stone,1,
25,Marshlands,9,low,7,20,4,6,Aquaglow Jewel,1,
20,Marshlands,9,low,7,20,4,6,Armor Sphere,1,
20,Marshlands,9,low,7,20,4,6,Mystery Charm,1,
10,Marshlands,9,low,7,20,4,6,Sunspire Jewel,1,
85,Marshlands,9,high,1,,,,Quartz Ore,1,∞
10,Marshlands,9,high,1,,,,Stone,1,∞
5,Marshlands,9,high,1,,,,Whetstone,1,∞
85,Marshlands,9,high,2,,,,Worm,1,∞
10,Marshlands,9,high,2,,,,Insect Husk,1,∞
5,Marshlands,9,high,2,,,,Stone,1,∞
15,Marshlands,9,high,3,,4,6,Lazurite Jewel,1,
10,Marshlands,9,high,3,,4,6,Machalite Ore,1,
10,Marshlands,9,high,3,,4,6,Disc Stone,1,
10,Marshlands,9,high,3,,4,6,Ice Crystal,1,
10,Marshlands,9,high,3,,4,6,Dragonite Ore,1,
10,Marshlands,9,high,3,,4,6,Bloodrun Jewel,1,
10,Marshlands,9,high,3,,4,6,Hard Armor Sphere,1,
10,Marshlands,9,high,3,,4,6,Auristone Piece,1,
10,Marshlands,9,high,3,,4,6,Auristone Chunk,1,
5,Marshlands,9,high,3,,4,6,Sunspire Jewel,1,
75,Marshlands,9,high,4,,8,10,Whetstone,1,
20,Marshlands,9,high,4,,8,10,Stone,2,
5,Marshlands,9,high,4,,8,10,Stone,1,
30,Marshlands,9,high,5,,3,5,Herb,1,
20,Marshlands,9,high,5,,3,5,Antidote Herb,1,
20,Marshlands,9,high,5,,3,5,Sleep Herb,1,
20,Marshlands,9,high,5,,3,5,Felvine,1,
10,Marshlands,9,high,5,,3,5,Hot Pepper,1,
20,Marshlands,9,high,6,80,4,6,Dragonite Ore,1,
15,Marshlands,9,high,6,80,4,6,Disc Stone,1,
15,Marshlands,9,high,6,80,4,6,Mystery Charm,1,
10,Marshlands,9,high,6,80,4,6,Lightcrystal,1,
10,Marshlands,9,high,6,80,4,6,Fucium Ore,1,
10,Marshlands,9,high,6,80,4,6,Sunspire Jewel,1,
10,Marshlands,9,high,6,80,4,6,Shining Charm,1,
5,Marshlands,9,high,6,80,4,6,Bloodrun Jewel,1,
5,Marshlands,9,high,6,80,4,6,Auristone Piece,1,
20,Marshlands,9,high,7,20,4,6,Fucium Ore,1,
20,Marshlands,9,high,7,20,4,6,Hard Armor Sphere,1,
15,Marshlands,9,high,7,20,4,6,Shining Charm,1,
15,Marshlands,9,high,7,20,4,6,Auristone Chunk,1,
10,Marshlands,9,high,7,20,4,6,Novacrystal,1,
10,Marshlands,9,high,7,20,4,6,Lazurite Jewel,1,
5,Marshlands,9,high,7,20,4,6,Dragonite Ore,1,
5,Marshlands,9,high,7,20,4,6,Bloodrun Jewel,1,
85,Marshlands,9,g,1,,,,Quartz Ore,1,∞
10,Marshlands,9,g,1,,,,Stone,1,∞
5,Marshlands,9,g,1,,,,Whetstone,1,∞
85,Marshlands,9,g,2,,,,Worm,1,∞
10,Marshlands,9,g,2,,,,Insect Husk,1,∞
5,Marshlands,9,g,2,,,,Stone,1,∞
15,Marshlands,9,g,3,,4,6,Eltalite Ore,1,
15,Marshlands,9,g,3,,4,6,Sovereign Orb,1,
10,Marshlands,9,g,3,,4,6,Disc Stone,1,
10,Marshlands,9,g,3,,4,6,Lightcrystal,1,
10,Marshlands,9,g,3,,4,6,Adamant Orb,1,
10,Marshlands,9,g,3,,4,6,King Armor Sphere,1,
10,Marshlands,9,g,3,,4,6,Auristone Piece,1,
10,Marshlands,9,g,3,,4,6,Auristone Chunk,1,
5,Marshlands,9,g,3,,4,6,Ice Crystal,2,
5,Marshlands,9,g,3,,4,6,Lazurite Jewel,1,
75,Marshlands,9,g,4,,8,10,Whetstone,1,
20,Marshlands,9,g,4,,8,10,Stone,2,
5,Marshlands,9,g,4,,8,10,Stone,1,
30,Marshlands,9,g,5,,3,5,Herb,1,
20,Marshlands,9,g,5,,3,5,Antidote Herb,1,
20,Marshlands,9,g,5,,3,5,Sleep Herb,1,
20,Marshlands,9,g,5,,3,5,Felvine,1,
10,Marshlands,9,g,5,,3,5,Hot Pepper,1,
20,Marshlands,9,g,6,80,4,6,Eltalite Ore,1,
15,Marshlands,9,g,6,80,4,6,Disc Stone,2,
15,Marshlands,9,g,6,80,4,6,Shining Charm,1,
10,Marshlands,9,g,6,80,4,6,Lightcrystal,1,
10,Marshlands,9,g,6,80,4,6,Fucium Ore,1,
10,Marshlands,9,g,6,80,4,6,Lazurite Jewel,1,
10,Marshlands,9,g,6,80,4,6,Timeworn Charm,1,
5,Marshlands,9,g,6,80,4,6,Adamant Orb,1,
5,Marshlands,9,g,6,80,4,6,Auristone Piece,1,
20,Marshlands,9,g,7,20,4,6,Meldspar Ore,1,
20,Marshlands,9,g,7,20,4,6,King Armor Sphere,1,
15,Marshlands,9,g,7,20,4,6,Timeworn Charm,1,
10,Marshlands,9,g,7,20,4,6,Eltalite Ore,1,
10,Marshlands,9,g,7,20,4,6,Purecrystal,1,
10,Marshlands,9,g,7,20,4,6,Sovereign Orb,1,
10,Marshlands,9,g,7,20,4,6,Auristone Chunk,1,
5,Marshlands,9,g,7,20,4,6,Adamant Orb,1,
30,Marshlands,10,low,1,,3,4,Felyne Fur Ruby,1,
25,Marshlands,10,low,1,,3,4,Exciteshroom,1,
25,Marshlands,10,low,1,,3,4,Choice Mushroom,1,
20,Marshlands,10,low,1,,3,4,Nitroshroom,1,
30,Marshlands,10,low,2,,2,3,Novacrystal,1,
30,Marshlands,10,low,2,,2,3,Shining Charm,1,
25,Marshlands,10,low,2,,2,3,Timeworn Charm,1,
15,Marshlands,10,low,2,,2,3,Mystery Charm,1,
30,Marshlands,10,low,3,,3,4,Hercudrome,1,
30,Marshlands,10,low,3,,3,4,King Scarab,1,
25,Marshlands,10,low,3,,3,4,Royal Rhino,1,
15,Marshlands,10,low,3,,3,4,Divine Rhino,1,
30,Marshlands,10,low,4,,2,3,Shining Charm,1,
25,Marshlands,10,low,4,,2,3,Rustshard,1,
15,Marshlands,10,low,4,,2,3,Hard Armor Sphere,1,
15,Marshlands,10,low,4,,2,3,Timeworn Charm,1,
15,Marshlands,10,low,4,,2,3,Auristone Chunk,1,
30,Marshlands,10,high,1,,3,4,Felyne Fur Ruby,1,
25,Marshlands,10,high,1,,3,4,Exciteshroom,1,
25,Marshlands,10,high,1,,3,4,Choice Mushroom,1,
20,Marshlands,10,high,1,,3,4,Nitroshroom,1,
30,Marshlands,10,high,2,,2,3,Novacrystal,1,
30,Marshlands,10,high,2,,2,3,Shining Charm,1,
25,Marshlands,10,high,2,,2,3,Timeworn Charm,1,
15,Marshlands,10,high,2,,2,3,Mystery Charm,1,
30,Marshlands,10,high,3,,3,4,Hercudrome,1,
30,Marshlands,10,high,3,,3,4,King Scarab,1,
25,Marshlands,10,high,3,,3,4,Royal Rhino,1,
15,Marshlands,10,high,3,,3,4,Divine Rhino,1,
30,Marshlands,10,high,4,,2,3,Shining Charm,1,
25,Marshlands,10,high,4,,2,3,Rustshard,1,
15,Marshlands,10,high,4,,2,3,Hard Armor Sphere,1,
15,Marshlands,10,high,4,,2,3,Timeworn Charm,1,
15,Marshlands,10,high,4,,2,3,Auristone Chunk,1,
30,Marshlands,10,g,1,,3,4,Felyne Fur Ruby,1,
25,Marshlands,10,g,1,,3,4,Exciteshroom,1,
25,Marshlands,10,g,1,,3,4,Choice Mushroom,1,
20,Marshlands,10,g,1,,3,4,Nitroshroom,1,
30,Marshlands,10,g,2,,2,3,Purecrystal,1,
30,Marshlands,10,g,2,,2,3,Timeworn Charm,1,
25,Marshlands,10,g,2,,2,3,Enduring Charm,1,
15,Marshlands,10,g,2,,2,3,Shining Charm,1,
30,Marshlands,10,g,3,,3,4,King Scarab,1,
30,Marshlands,10,g,3,,3,4,Flutterfly,1,
25,Marshlands,10,g,3,,3,4,Emperor Hopper,1,
15,Marshlands,10,g,3,,3,4,Divine Rhino,1,
30,Marshlands,10,g,4,,2,3,Timeworn Charm,1,
25,Marshlands,10,g,4,,2,3,Ancient Shard,1,
15,Marshlands,10,g,4,,2,3,King Armor Sphere,1,
15,Marshlands,10,g,4,,2,3,Enduring Charm,1,
15,Marshlands,10,g,4,,2,3,Auristone Chunk,1,
25,Volcano,1,low,1,,3,5,Earth Crystal,1,
20,Volcano,1,low,1,,3,5,Coal,1,
15,Volcano,1,low,1,,3,5,Iron Ore,1,
15,Volcano,1,low,1,,3,5,Machalite Ore,1,
15,Volcano,1,low,1,,3,5,Disc Stone,1,
5,Volcano,1,low,1,,3,5,Firestone,1,
5,Volcano,1,low,1,,3,5,Mystery Charm,1,
25,Volcano,1,low,2,,3,5,Flashbug,1,
25,Volcano,1,low,2,,3,5,Shiny Beetle,1,
20,Volcano,1,low,2,,3,5,Worm,1,
20,Volcano,1,low,2,,3,5,Carpenterbug,1,
10,Volcano,1,low,2,,3,5,Royal Rhino,1,
30,Volcano,1,low,3,,3,5,Fire Herb,1,
30,Volcano,1,low,3,,3,5,Hot Pepper,1,
30,Volcano,1,low,3,,3,5,Tropical Berry,1,
10,Volcano,1,low,3,,3,5,Sap Plant,1,
25,Volcano,1,low,4,,1,1,Earth Crystal,1,
20,Volcano,1,low,4,,1,1,Coal,1,
15,Volcano,1,low,4,,1,1,Iron Ore,1,
15,Volcano,1,low,4,,1,1,Machalite Ore,1,
15,Volcano,1,low,4,,1,1,Disc Stone,1,
5,Volcano,1,low,4,,1,1,Firestone,1,
5,Volcano,1,low,4,,1,1,Mystery Charm,1,
30,Volcano,1,low,5,80,3,5,Bomberry,1,
20,Volcano,1,low,5,80,3,5,Huskberry,2,
20,Volcano,1,low,5,80,3,5,Needleberry,2,
15,Volcano,1,low,5,80,3,5,Might Seed,1,
15,Volcano,1,low,5,80,3,5,Adamant Seed,1,
25,Volcano,1,low,6,20,3,5,Might Seed,1,
25,Volcano,1,low,6,20,3,5,Adamant Seed,1,
20,Volcano,1,low,6,20,3,5,Bomberry,1,
15,Volcano,1,low,6,20,3,5,Huskberry,3,
15,Volcano,1,low,6,20,3,5,Needleberry,3,
70,Volcano,1,low,7,70,4,6,Dragon Ambrosia,1,
30,Volcano,1,low,7,70,4,6,Heavy Jelly,1,
35,Volcano,1,low,8,30,4,6,Dragon Ambrosia,1,
30,Volcano,1,low,8,30,4,6,Dragon Ambrosia,2,
20,Volcano,1,low,8,30,4,6,Heavy Jelly,1,
15,Volcano,1,low,8,30,4,6,Larval Extract,1,
15,Volcano,1,high,1,,3,5,Machalite Ore,1,
15,Volcano,1,high,1,,3,5,Disc Stone,1,
15,Volcano,1,high,1,,3,5,Coal,1,
10,Volcano,1,high,1,,3,5,Iron Ore,1,
10,Volcano,1,high,1,,3,5,Earth Crystal,1,
10,Volcano,1,high,1,,3,5,Carbalite Ore,1,
5,Volcano,1,high,1,,3,5,Firestone,1,
5,Volcano,1,high,1,,3,5,Hard Armor Sphere,1,
5,Volcano,1,high,1,,3,5,Mystery Charm,1,
5,Volcano,1,high,1,,3,5,Shining Charm,1,
5,Volcano,1,high,1,,3,5,Volatile Coal,1,
30,Volcano,1,high,2,,3,5,Flashbug,1,
25,Volcano,1,high,2,,3,5,Shiny Beetle,1,
16,Volcano,1,high,2,,3,5,Worm,1,
15,Volcano,1,high,2,,3,5,King Scarab,1,
10,Volcano,1,high,2,,3,5,Royal Rhino,1,
2,Volcano,1,high,2,,3,5,Rare Scarab,1,
2,Volcano,1,high,2,,3,5,Divine Rhino,1,
30,Volcano,1,high,3,,3,5,Fire Herb,1,
30,Volcano,1,high,3,,3,5,Hot Pepper,1,
30,Volcano,1,high,3,,3,5,Tropical Berry,1,
10,Volcano,1,high,3,,3,5,Sap Plant,1,
15,Volcano,1,high,4,,1,1,Machalite Ore,1,
15,Volcano,1,high,4,,1,1,Disc Stone,1,
15,Volcano,1,high,4,,1,1,Coal,1,
10,Volcano,1,high,4,,1,1,Iron Ore,1,
10,Volcano,1,high,4,,1,1,Earth Crystal,1,
10,Volcano,1,high,4,,1,1,Carbalite Ore,1,
5,Volcano,1,high,4,,1,1,Firestone,1,
5,Volcano,1,high,4,,1,1,Hard Armor Sphere,1,
5,Volcano,1,high,4,,1,1,Mystery Charm,1,
5,Volcano,1,high,4,,1,1,Shining Charm,1,
5,Volcano,1,high,4,,1,1,Volatile Coal,1,
100,Volcano,1,high,5,,2,3,Burned Husk,1,
30,Volcano,1,high,6,80,3,5,Bomberry,1,
20,Volcano,1,high,6,80,3,5,Huskberry,2,
20,Volcano,1,high,6,80,3,5,Needleberry,2,
15,Volcano,1,high,6,80,3,5,Might Seed,1,
15,Volcano,1,high,6,80,3,5,Adamant Seed,1,
25,Volcano,1,high,7,20,3,5,Might Seed,1,
25,Volcano,1,high,7,20,3,5,Adamant Seed,1,
20,Volcano,1,high,7,20,3,5,Bomberry,1,
15,Volcano,1,high,7,20,3,5,Huskberry,3,
15,Volcano,1,high,7,20,3,5,Needleberry,3,
70,Volcano,1,high,8,70,4,6,Dragon Ambrosia,1,
30,Volcano,1,high,8,70,4,6,Heavy Jelly,1,
30,Volcano,1,high,9,30,4,6,Dragon Ambrosia,1,
25,Volcano,1,high,9,30,4,6,Dragon Ambrosia,2,
15,Volcano,1,high,9,30,4,6,Larval Extract,1,
15,Volcano,1,high,9,30,4,6,Paralarval Extract,1,
15,Volcano,1,high,9,30,4,6,Heavy Jelly,1,
20,Volcano,1,g,1,,3,5,Eltalite Ore,1,
15,Volcano,1,g,1,,3,5,Firestone,2,
10,Volcano,1,g,1,,3,5,Earth Crystal,3,
10,Volcano,1,g,1,,3,5,Disc Stone,2,
10,Volcano,1,g,1,,3,5,Firecell Stone,1,
10,Volcano,1,g,1,,3,5,Coal,2,
5,Volcano,1,g,1,,3,5,Allfire Stone,1,
5,Volcano,1,g,1,,3,5,King Armor Sphere,1,
5,Volcano,1,g,1,,3,5,Shining Charm,1,
5,Volcano,1,g,1,,3,5,Timeworn Charm,1,
5,Volcano,1,g,1,,3,5,Volatile Coal,1,
25,Volcano,1,g,2,,3,5,Shiny Beetle,2,
15,Volcano,1,g,2,,3,5,King Scarab,1,
15,Volcano,1,g,2,,3,5,Rare Scarab,1,
15,Volcano,1,g,2,,3,5,Emperor Hopper,1,
10,Volcano,1,g,2,,3,5,Worm,2,
10,Volcano,1,g,2,,3,5,Royal Rhino,1,
10,Volcano,1,g,2,,3,5,Divine Rhino,1,
30,Volcano,1,g,3,,3,5,Fire Herb,1,
30,Volcano,1,g,3,,3,5,Hot Pepper,1,
30,Volcano,1,g,3,,3,5,Tropical Berry,1,
10,Volcano,1,g,3,,3,5,Sap Plant,1,
20,Volcano,1,g,4,,1,1,Eltalite Ore,1,
15,Volcano,1,g,4,,1,1,Firestone,2,
10,Volcano,1,g,4,,1,1,Earth Crystal,3,
10,Volcano,1,g,4,,1,1,Disc Stone,2,
10,Volcano,1,g,4,,1,1,Firecell Stone,1,
10,Volcano,1,g,4,,1,1,Coal,2,
5,Volcano,1,g,4,,1,1,Allfire Stone,1,
5,Volcano,1,g,4,,1,1,King Armor Sphere,1,
5,Volcano,1,g,4,,1,1,Shining Charm,1,
5,Volcano,1,g,4,,1,1,Timeworn Charm,1,
5,Volcano,1,g,4,,1,1,Volatile Coal,1,
100,Volcano,1,g,5,,2,3,Burned Husk,1,
30,Volcano,1,g,6,80,3,5,Bomberry,1,
20,Volcano,1,g,6,80,3,5,Huskberry,2,
20,Volcano,1,g,6,80,3,5,Needleberry,2,
15,Volcano,1,g,6,80,3,5,Might Seed,1,
15,Volcano,1,g,6,80,3,5,Adamant Seed,1,
25,Volcano,1,g,7,20,3,5,Might Seed,1,
25,Volcano,1,g,7,20,3,5,Adamant Seed,1,
20,Volcano,1,g,7,20,3,5,Bomberry,1,
15,Volcano,1,g,7,20,3,5,Huskberry,3,
15,Volcano,1,g,7,20,3,5,Needleberry,3,
50,Volcano,1,g,8,70,4,6,Dragon Ambrosia,1,
25,Volcano,1,g,8,70,4,6,Larval Extract,1,
25,Volcano,1,g,8,70,4,6,Heavy Jelly,1,
25,Volcano,1,g,9,30,4,6,Dragon Ambrosia,1,
25,Volcano,1,g,9,30,4,6,Dragon Ambrosia,2,
20,Volcano,1,g,9,30,4,6,Larval Extract,1,
20,Volcano,1,g,9,30,4,6,Paralarval Extract,1,
10,Volcano,1,g,9,30,4,6,Heavy Jelly,2,
25,Volcano,2,low,1,,3,5,Earth Crystal,1,
20,Volcano,2,low,1,,3,5,Disc Stone,1,
