skill_tree,armor,armor_set_id,points
Eating,Strongman's Hair,651,3
Sense,Strongman's Hair,651,-2
Spirit,Strongman's Body,651,3
Eating,Strongman's Body,651,3
Sense,Strongman's Body,651,-2
Spirit,Strongman's Wraps,651,3
Eating,Strongman's Wraps,651,3
Sense,Strongman's Wraps,651,-2
Spirit,Strongman's Belt,651,3
Eating,Strongman's Belt,651,3
Sense,Strongman's Belt,651,-2
Spirit,Strongman's Shorts,651,3
Eating,Strongman's Shorts,651,3
Sense,Strongman's Shorts,651,-2
Unscathed,Hero's Cap,652,2
Loading,Hero's Cap,652,2
Lasting Pwr,Hero's Cap,652,2
Unscathed,Hero's Tunic,652,2
Loading,Hero's Tunic,652,2
Lasting Pwr,Hero's Tunic,652,2
Unscathed,Hero's Gloves,652,2
Loading,Hero's Gloves,652,2
Lasting Pwr,Hero's Gloves,652,2
Unscathed,Hero's Band,652,2
Loading,Hero's Band,652,2
Lasting Pwr,Hero's Band,652,2
Unscathed,Hero's Leggings,652,2
Loading,Hero's Leggings,652,2
Lasting Pwr,Hero's Leggings,652,2
Critical Up,Lodestar Hoop,653,3
Tenderizer,Lodestar Hoop,653,2
Frenzy Res,Lodestar Hoop,653,2
Critical Up,Lodestar Vest,653,1
Tenderizer,Lodestar Vest,653,1
Frenzy Res,Lodestar Vest,653,2
Critical Up,Lodestar Cuffs,653,1
Tenderizer,Lodestar Cuffs,653,3
Frenzy Res,Lodestar Cuffs,653,2
Critical Up,Lodestar Cloak,653,3
Tenderizer,Lodestar Cloak,653,1
Frenzy Res,Lodestar Cloak,653,2
Critical Up,Lodestar Greaves,653,2
Tenderizer,Lodestar Greaves,653,3
Frenzy Res,Lodestar Greaves,653,2
Gloves Off,Cap of Anat,654,3
Hearing,Cap of Anat,654,3
Lasting Pwr,Cap of Anat,654,-3
Gloves Off,Vest of Anat,654,3
Hearing,Vest of Anat,654,3
Lasting Pwr,Vest of Anat,654,-3
Gloves Off,Guards of Anat,654,3
Hearing,Guards of Anat,654,3
Lasting Pwr,Guards of Anat,654,-3
Gloves Off,Leggings of Anat,654,3
Hearing,Leggings of Anat,654,3
Lasting Pwr,Leggings of Anat,654,-3
Gloves Off,Cap of Rage,655,3
Hearing,Cap of Rage,655,3
Lasting Pwr,Cap of Rage,655,-3
Gloves Off,Vest of Rage,655,3
Hearing,Vest of Rage,655,3
Lasting Pwr,Vest of Rage,655,-3
Gloves Off,Guards of Rage,655,3
Hearing,Guards of Rage,655,3
Lasting Pwr,Guards of Rage,655,-3
Gloves Off,Leggings of Rage,655,3
Hearing,Leggings of Rage,655,3
Lasting Pwr,Leggings of Rage,655,-3
Vault,Hiryu Land Mask,656,2
Stam Recov,Hiryu Land Mask,656,3
Evade Dist,Hiryu Land Mask,656,2
Vault,Hiryu Land Suit,656,3
Stam Recov,Hiryu Land Suit,656,1
Evade Dist,Hiryu Land Suit,656,1
Vault,Hiryu Land Kote,656,1
Stam Recov,Hiryu Land Kote,656,3
Evade Dist,Hiryu Land Kote,656,1
Vault,Hiryu Land Belt,656,1
Stam Recov,Hiryu Land Belt,656,2
Evade Dist,Hiryu Land Belt,656,4
Vault,Hiryu Land Boots,656,3
Stam Recov,Hiryu Land Boots,656,1
Evade Dist,Hiryu Land Boots,656,2
Whim,Leather Helm X,656,3
Gathering,Leather Helm X,656,3
Whim,Leather Mail X,656,5
Whim,Leather Braces X,656,5
Gathering,Leather Braces X,656,2
Whim,Leather Faulds X,656,1
Gathering,Leather Faulds X,656,2
Whim,Leather Greaves X,656,1
Gathering,Leather Greaves X,656,3
Health,Chain Helm X,657,1
Light Eater,Chain Helm X,657,3
Health,Chain Mail X,657,3
Health,Chain Vambraces X,657,3
Light Eater,Chain Vambraces X,657,4
Light Eater,Chainmail Faulds X,657,3
Health,Chainmail Greaves X,657,5
Protection,Bherna Turban X,658,3
Wide-Range,Bherna Turban X,658,4
Protection,Bherna Mail X,658,2
Wide-Range,Bherna Mail X,658,2
Protection,Bherna Braces X,658,2
Wide-Range,Bherna Braces X,658,4
Maestro,Bherna Belt X,658,8
Wide-Range,Bherna Belt X,658,2
Protection,Bherna Greaves X,658,3
Wide-Range,Bherna Greaves X,658,3
Psychic,Hunting Helm X,659,3
Bomb Boost,Hunting Helm X,659,2
Psychic,Hunting Mail X,659,2
Bomb Boost,Hunting Mail X,659,2
Psychic,Hunting Braces X,659,5
Speed Setup,Hunting Braces X,659,4
Speed Setup,Hunting Faulds X,659,3
Bomb Boost,Hunting Faulds X,659,4
Speed Setup,Hunting Greaves X,659,3
Bomb Boost,Hunting Greaves X,659,2
Cold Res,Mafumofu Hood X,660,1
FastCharge,Mafumofu Hood X,660,2
Defense,Mafumofu Hood X,660,2
Cold Res,Mafumofu Suit X,660,6
FastCharge,Mafumofu Suit X,660,1
Cold Res,Mafumofu Grips X,660,2
FastCharge,Mafumofu Grips X,660,2
Defense,Mafumofu Grips X,660,2
Cold Res,Mafumofu Coil X,660,2
FastCharge,Mafumofu Coil X,660,3
Cold Res,Mafumofu Boots X,660,4
FastCharge,Mafumofu Boots X,660,2
Defense,Mafumofu Boots X,660,2
Expert,Yukumo Sky Kasa Goku,661,3
Evasion,Yukumo Sky Kasa Goku,661,3
Expert,Yukumo Sky Dogi Goku,661,5
Evasion,Yukumo Sky Dogi Goku,661,1
Expert,Yukumo Sky Kote Goku,661,3
Evasion,Yukumo Sky Kote Goku,661,4
Expert,Yukumo Sky Obi Goku,661,2
Evasion,Yukumo Sky Obi Goku,661,3
Expert,Yukumo Sky Hakama Goku,661,3
Evasion,Yukumo Sky Hakama Goku,661,2
Speed Setup,Hunter's Helm X,662,2
Ranger,Hunter's Helm X,662,3
Capturer,Hunter's Helm X,662,3
Speed Setup,Hunter's Mail X,662,2
Capturer,Hunter's Mail X,662,3
Speed Setup,Hunter's Vambraces X,662,3
Capturer,Hunter's Vambraces X,662,3
Ranger,Hunter's Faulds X,662,6
Capturer,Hunter's Faulds X,662,3
Ranger,Hunter's Greaves X,662,1
Capturer,Hunter's Greaves X,662,3
Spirit,Hunter's Helm XR,663,5
Guard,Hunter's Helm XR,663,-4
Spirit,Hunter's Mail XR,663,2
Perception,Hunter's Mail XR,663,2
Guard,Hunter's Mail XR,663,-2
Spirit,Hunter's Vambraces XR,663,5
Perception,Hunter's Vambraces XR,663,3
Guard,Hunter's Vambraces XR,663,-2
Perception,Hunter's Faulds XR,663,5
Spirit,Hunter's Greaves XR,663,3
Perception,Hunter's Greaves XR,663,4
Guard,Hunter's Greaves XR,663,-1
KO,Bone Helm X,664,4
Blunt,Bone Helm X,664,2
Capturer,Bone Helm X,664,2
KO,Bone Mail X,664,5
Maestro,Bone Mail X,664,4
Capturer,Bone Mail X,664,2
KO,Bone Vambraces X,664,2
Blunt,Bone Vambraces X,664,3
Capturer,Bone Vambraces X,664,2
KO,Bone Faulds X,664,2
Blunt,Bone Faulds X,664,2
Capturer,Bone Faulds X,664,3
Maestro,Bone Greaves X,664,6
Blunt,Bone Greaves X,664,3
Capturer,Bone Greaves X,664,1
Fire Atk,Silver Boots X,665,10
Elemental,Silver Boots X,665,-2
Status,Grand Chaoshroom,666,5
Status,Grand Chaos Plate,666,3
Botany,Trapper's Gauntlets X,667,6
Botany,Trapper's Greaves X,667,7
Stam Drain,Maccao Gauntlets X,668,6
Stam Drain,Maccao Shinguards X,668,6
Expert,Jaggi Gauntlets X,669,6
Expert,Jaggi Shinguards X,669,6
Gathering,Melahoa Hat X,670,2
Botany,Melahoa Hat X,670,3
Gathering,Melahoa Jacket X,670,3
Botany,Melahoa Jacket X,670,3
Gathering,Melahoa Branch X,670,4
Botany,Melahoa Branch X,670,4
Gathering,Melahoa Folia X,670,2
Botany,Melahoa Folia X,670,2
Gathering,Melahoa Roots X,670,4
Botany,Melahoa Roots X,670,3
Gathering,Melahoa Flower Hat Z,671,3
Whim,Melahoa Flower Hat Z,671,8
Gathering,MelahoaFlowerJacketZ,671,3
Cold Res,MelahoaFlowerJacketZ,671,5
Gathering,Melahoa Branch Z,671,7
Whim,Melahoa Branch Z,671,3
Whim,Melahoa Skirt Z,671,3
Cold Res,Melahoa Skirt Z,671,2
Gathering,Melahoa Roots Z,671,4
Cold Res,Melahoa Roots Z,671,5
Combo Rate,Makluva Hood X,672,4
Lasting Pwr,Makluva Hood X,672,2
Status,Makluva Hood X,672,2
Combo Rate,Makluva Cover X,672,3
Lasting Pwr,Makluva Cover X,672,3
Lasting Pwr,Makluva Sleeves X,672,5
Status,Makluva Sleeves X,672,3
Combo Rate,Makluva Coil X,672,5
Combo Plus,Makluva Coil X,672,3
Status,Makluva Coil X,672,1
Combo Rate,Makluva Pants X,672,3
Combo Plus,Makluva Pants X,672,3
Combo Rate,Makluva Hood Z,673,4
Combo Plus,Makluva Hood Z,673,2
Lasting Pwr,Makluva Hood Z,673,1
Lasting Pwr,Makluva Cover Z,673,2
Combo Plus,Makluva Cover Z,673,3
Lasting Pwr,Makluva Sleeves Z,673,3
Combo Plus,Makluva Sleeves Z,673,5
Combo Rate,Makluva Coil Z,673,4
Lasting Pwr,Makluva Coil Z,673,3
Combo Rate,Makluva Pants Z,673,5
Lasting Pwr,Makluva Pants Z,673,1
Attack,Obituary Vertex X,674,5
Constitution,Obituary Vertex X,674,2
Elemental,Obituary Vertex X,674,1
Constitution,Obituary Thorax X,674,2
Elemental,Obituary Thorax X,674,1
Attack,Obituary Brachia X,674,6
Elemental,Obituary Brachia X,674,2
Constitution,Obituary Elytra X,674,3
Elemental,Obituary Elytra X,674,2
Attack,Obituary Crura X,674,4
Constitution,Obituary Crura X,674,4
Elemental,Obituary Crura X,674,2
Attack,Butterfly Vertex X,675,5
Constitution,Butterfly Vertex X,675,2
Elemental,Butterfly Vertex X,675,1
Constitution,Butterfly Thorax X,675,2
Elemental,Butterfly Thorax X,675,1
Attack,Butterfly Brachia X,675,6
Elemental,Butterfly Brachia X,675,2
Constitution,Butterfly Elytra X,675,3
Elemental,Butterfly Elytra X,675,2
Attack,Butterfly Crura X,675,4
Constitution,Butterfly Crura X,675,4
Elemental,Butterfly Crura X,675,2
Frenzy Res,Death Stench Brain X,676,2
Dragon Atk,Death Stench Brain X,676,4
Dragon Atk,Death Stench Muscle X,676,4
Frenzy Res,Death Stench Grip X,676,3
Frenzy Res,Death Stench Bowels X,676,5
Dragon Atk,Death Stench Bowels X,676,2
Dragon Atk,Death Stench Heel X,676,5
Frenzy Res,Death Stench Brain XR,677,7
Evasion,Death Stench Brain XR,677,-3
Crit Element,Death Stench Muscle XR,677,4
Attack,Death Stench Muscle XR,677,-2
Frenzy Res,Death Stench Grip XR,677,2
Crit Element,Death Stench Grip XR,677,4
Attack,Death Stench Grip XR,677,-1
Crit Element,Death Stench Bowels XR,677,6
Attack,Death Stench Bowels XR,677,-3
Frenzy Res,Death Stench Heel XR,677,7
Evasion,Death Stench Heel XR,677,-3
Artillery,Acorn Helm X,678,6
Team Player,Acorn Helm X,678,4
Loading,Acorn Helm X,678,3
Artillery,Acorn Mail X,678,4
Team Player,Acorn Mail X,678,4
Loading,Acorn Mail X,678,2
Fire Atk,Mosgharl Vizor X,679,6
Stam Recov,Mosgharl Vizor X,679,2
FastCharge,Mosgharl Ribplate X,679,3
Fire Atk,Mosgharl Ribplate X,679,3
Stam Recov,Mosgharl Ribplate X,679,1
FastCharge,Mosgharl Creeper X,679,2
Stam Recov,Mosgharl Creeper X,679,5
Fire Atk,Mosgharl Folia X,679,6
FastCharge,Mosgharl Roots X,679,5
Stam Recov,Mosgharl Roots X,679,2
Fire Atk,Mosgharl Vizor X,680,6
Stam Recov,Mosgharl Vizor X,680,2
FastCharge,Mosgharl Ribplate X,680,3
Fire Atk,Mosgharl Ribplate X,680,3
Stam Recov,Mosgharl Ribplate X,680,1
FastCharge,Mosgharl Creeper X,680,2
Stam Recov,Mosgharl Creeper X,680,5
Fire Atk,Mosgharl Folia X,680,6
FastCharge,Mosgharl Roots X,680,5
Stam Recov,Mosgharl Roots X,680,2
Botany,Edel Vizor X,681,3
Wide-Range,Edel Vizor X,681,3
Wide-Range,Edel Ribplate X,681,4
Botany,Edel Creeper X,681,8
Wide-Range,Edel Creeper X,681,3
Wide-Range,Edel Folia X,681,5
Wide-Range,Edel Roots X,681,5
Botany,Edel Roots X,681,3
Crit Status,Skalda Vertex X,682,1
Gloves Off,Skalda Vertex X,682,3
Tenderizer,Skalda Vertex X,682,2
Gloves Off,Skalda Thorax X,682,4
Tenderizer,Skalda Thorax X,682,2
Crit Status,Skalda Brachia X,682,4
Gloves Off,Skalda Brachia X,682,2
Tenderizer,Skalda Brachia X,682,2
Crit Status,Skalda Elytra X,682,3
Gloves Off,Skalda Elytra X,682,4
Tenderizer,Skalda Elytra X,682,1
Crit Status,Skalda Crura X,682,2
Gloves Off,Skalda Crura X,682,2
Tenderizer,Skalda Crura X,682,1
Crit Status,Spio Vertex X,683,1
Gloves Off,Spio Vertex X,683,3
Tenderizer,Spio Vertex X,683,2
Gloves Off,Spio Thorax X,683,4
Tenderizer,Spio Thorax X,683,2
Crit Status,Spio Brachia X,683,4
Gloves Off,Spio Brachia X,683,2
Tenderizer,Spio Brachia X,683,2
Crit Status,Spio Elytra X,683,3
Gloves Off,Spio Elytra X,683,4
Tenderizer,Spio Elytra X,683,1
Crit Status,Spio Crura X,683,2
Gloves Off,Spio Crura X,683,2
Tenderizer,Spio Crura X,683,1
Sharpener,Alloy Helm X,684,3
Wind Res,Alloy Helm X,684,4
Expert,Alloy Helm X,684,3
Sharpener,Alloy Mail X,684,2
Wind Res,Alloy Mail X,684,2
Expert,Alloy Mail X,684,2
Sharpener,Alloy Vambraces X,684,4
Wind Res,Alloy Vambraces X,684,5
Expert,Alloy Vambraces X,684,1
Wind Res,Alloy Coil X,684,3
Expert,Alloy Coil X,684,2
Sharpener,Alloy Greaves X,684,1
Expert,Alloy Greaves X,684,4
Expert,Alloy Helm XR,685,7
Sharpener,Alloy Mail XR,685,6
Wind Res,Alloy Vambraces XR,685,9
Expert,Alloy Faulds XR,685,8
Sharpener,Alloy Greaves XR,685,7
Attack,Battle Helm X,686,3
Anti-Theft,Battle Helm X,686,2
Guard,Battle Mail X,686,3
Anti-Theft,Battle Mail X,686,3
Guard,Battle Vambraces X,686,2
Attack,Battle Vambraces X,686,5
Anti-Theft,Battle Vambraces X,686,1
Guard,Battle Tassets X,686,5
Attack,Battle Tassets X,686,4
Anti-Theft,Battle Tassets X,686,3
Guard,Battle Greaves X,686,4
Anti-Theft,Battle Greaves X,686,1
Ice Atk,Ingot Helm X,687,6
Wind Res,Ingot Mail X,687,5
Ice Atk,Ingot Mail X,687,4
Fate,Ingot Mail X,687,-2
Ice Atk,Ingot Vambraces X,687,7
Wind Res,Ingot Coil X,687,2
Ice Atk,Ingot Coil X,687,1
Fate,Ingot Coil X,687,-1
Wind Res,Ingot Greaves X,687,7
Fate,Ingot Greaves X,687,-3
Wind Res,Ingot Helm XR,688,8
Fate,Ingot Helm XR,688,-2
Ice Atk,Ingot Mail XR,688,7
Wind Res,Ingot Vambraces XR,688,4
Ice Atk,Ingot Vambraces XR,688,4
Fate,Ingot Vambraces XR,688,-2
Wind Res,Ingot Coil XR,688,7
Fate,Ingot Coil XR,688,-2
Ice Atk,Ingot Greaves XR,688,8
Hearing,High Metal Helm X,689,5
Thunder Res,High Metal Helm X,689,2
Hearing,High Metal Mail X,689,1
Thunder Res,High Metal Mail X,689,4
Elemental,High Metal Mail X,689,1
Hearing,High Metal Braces X,689,2
Thunder Res,High Metal Braces X,689,3
Elemental,High Metal Braces X,689,1
Hearing,High Metal Tassets X,689,5
Thunder Res,High Metal Tassets X,689,1
Elemental,High Metal Tassets X,689,2
Hearing,High Metal Greaves X,689,1
Thunder Res,High Metal Greaves X,689,5
Elemental,High Metal Greaves X,689,2
Hearing,High Metal Helm Z,690,7
Sheathing,High Metal Helm Z,690,2
Crit Draw,High Metal Mail Z,690,3
Hearing,High Metal Braces Z,690,1
Crit Draw,High Metal Braces Z,690,2
Sheathing,High Metal Braces Z,690,4
Crit Draw,High Metal Tassets Z,690,5
Sheathing,High Metal Tassets Z,690,2
Hearing,High Metal Greaves Z,690,4
Sheathing,High Metal Greaves Z,690,2
Dragon Atk,Pink Metal Boots X,691,10
Light Eater,Lobster Helm X,692,2
Bubble,Lobster Helm X,692,2
Evasion,Lobster Helm X,692,2
Thunder Res,Lobster Helm X,692,-2
Light Eater,Lobster Mail X,692,2
Bubble,Lobster Mail X,692,2
Evasion,Lobster Mail X,692,2
Thunder Res,Lobster Mail X,692,-2
Light Eater,Lobster Vambraces X,692,2
Bubble,Lobster Vambraces X,692,2
Evasion,Lobster Vambraces X,692,2
Thunder Res,Lobster Vambraces X,692,-2
Light Eater,Lobster Coil X,692,2
Bubble,Lobster Coil X,692,2
Evasion,Lobster Coil X,692,2
Thunder Res,Lobster Coil X,692,-2
Light Eater,Lobster Boots X,692,2
Bubble,Lobster Boots X,692,2
Evasion,Lobster Boots X,692,2
Thunder Res,Lobster Boots X,692,-2
Water Atk,Vaik Helm X,693,2
Sharpness,Vaik Helm X,693,3
Water Atk,Vaik Mail X,693,2
Sharpness,Vaik Mail X,693,2
Attack,Vaik Mail X,693,1
Water Atk,Vaik Braces X,693,5
Sharpness,Vaik Braces X,693,1
Attack,Vaik Braces X,693,2
Sharpness,Vaik Faulds X,693,4
Attack,Vaik Faulds X,693,3
Water Atk,Vaik Greaves X,693,6
Eating,Bistro Toque X,694,3
Carnivore,Bistro Toque X,694,4
Rec Level,Bistro Toque X,694,-1
Eating,Bistro Suit X,694,3
Carnivore,Bistro Suit X,694,3
Rec Level,Bistro Suit X,694,-1
Eating,Bistro Sarong X,694,4
Carnivore,Bistro Sarong X,694,3
Rec Level,Bistro Sarong X,694,-1
Lasting Pwr,Patissier's Toque X,695,2
HotBlooded,Patissier's Toque X,695,2
Light Eater,Patissier's Toque X,695,2
Lasting Pwr,Patissier's Suit X,695,2
HotBlooded,Patissier's Suit X,695,2
Light Eater,Patissier's Suit X,695,2
Lasting Pwr,Patissier's Gloves X,695,2
HotBlooded,Patissier's Gloves X,695,2
Light Eater,Patissier's Gloves X,695,2
Lasting Pwr,Patissier's Sarong X,695,2
HotBlooded,Patissier's Sarong X,695,2
Light Eater,Patissier's Sarong X,695,2
Lasting Pwr,Patissier's Boots X,695,2
HotBlooded,Patissier's Boots X,695,2
Light Eater,Patissier's Boots X,695,2
Rec Level,Gourmew Toque X,696,1
Stamina,Gourmew Toque X,696,1
PowerEater,Gourmew Toque X,696,1
Rec Level,Gourmew Suit X,696,2
Sharpener,Gourmew Suit X,696,2
Stamina,Gourmew Suit X,696,2
PowerEater,Gourmew Suit X,696,1
Sharpener,Gourmew Gloves X,696,4
Stamina,Gourmew Gloves X,696,3
PowerEater,Gourmew Gloves X,696,3
Rec Level,Gourmew Sarong X,696,3
Sharpener,Gourmew Sarong X,696,4
Stamina,Gourmew Sarong X,696,2
PowerEater,Gourmew Sarong X,696,2
Rec Level,Gourmew Boots X,696,2
Stamina,Gourmew Boots X,696,2
PowerEater,Gourmew Boots X,696,3
Rec Level,Gourmew Toque X,697,1
Stamina,Gourmew Toque X,697,1
PowerEater,Gourmew Toque X,697,1
Rec Level,Gourmew Suit X,697,2
Sharpener,Gourmew Suit X,697,2
Stamina,Gourmew Suit X,697,2
PowerEater,Gourmew Suit X,697,1
Sharpener,Gourmew Gloves X,697,4
Stamina,Gourmew Gloves X,697,3
PowerEater,Gourmew Gloves X,697,3
Rec Level,Gourmew Sarong X,697,3
Sharpener,Gourmew Sarong X,697,4
Stamina,Gourmew Sarong X,697,2
PowerEater,Gourmew Sarong X,697,2
Rec Level,Gourmew Boots X,697,2
Stamina,Gourmew Boots X,697,2
PowerEater,Gourmew Boots X,697,3
Expert,Aelucanth Vertex X,698,5
Critical Up,Aelucanth Vertex X,698,2
Sheathe Sharpen,Aelucanth Vertex X,698,1
Expert,Aelucanth Thorax X,698,2
Critical Up,Aelucanth Thorax X,698,1
Sheathe Sharpen,Aelucanth Thorax X,698,1
Expert,Aelucanth Brachia X,698,1
Critical Up,Aelucanth Brachia X,698,3
Sheathe Sharpen,Aelucanth Brachia X,698,4
Expert,Aelucanth Elytra X,698,5
Critical Up,Aelucanth Elytra X,698,1
Sheathe Sharpen,Aelucanth Elytra X,698,2
Expert,Aelucanth Crura X,698,2
Critical Up,Aelucanth Crura X,698,3
Sheathe Sharpen,Aelucanth Crura X,698,2
Expert,Rhopessa Vertex X,699,5
Critical Up,Rhopessa Vertex X,699,2
Sheathe Sharpen,Rhopessa Vertex X,699,1
Expert,Rhopessa Thorax X,699,2
Critical Up,Rhopessa Thorax X,699,1
Sheathe Sharpen,Rhopessa Thorax X,699,1
Expert,Rhopessa Brachia X,699,1
Critical Up,Rhopessa Brachia X,699,3
Sheathe Sharpen,Rhopessa Brachia X,699,4
Expert,Rhopessa Elytra X,699,5
Critical Up,Rhopessa Elytra X,699,1
Sheathe Sharpen,Rhopessa Elytra X,699,2
Expert,Rhopessa Crura X,699,2
Critical Up,Rhopessa Crura X,699,3
Sheathe Sharpen,Rhopessa Crura X,699,2
Frenzy Res,Lecturer's Hood X,700,1
Psychic,Lecturer's Hood X,700,4
Tenderizer,Lecturer's Hood X,700,2
Frenzy Res,Lecturer's Suit X,700,3
Psychic,Lecturer's Suit X,700,4
Tenderizer,Lecturer's Suit X,700,1
Frenzy Res,Lecturer's Braces X,700,3
Psychic,Lecturer's Braces X,700,2
Tenderizer,Lecturer's Braces X,700,2
Frenzy Res,Lecturer's Skirt X,700,3
Psychic,Lecturer's Skirt X,700,1
Tenderizer,Lecturer's Skirt X,700,3
Psychic,Lecturer's Boots X,700,4
Tenderizer,Lecturer's Boots X,700,2
Fire Atk,Derring Helm X,701,3
Spirit,Derring Helm X,701,4
Mounting,Derring Mail X,701,3
Spirit,Derring Mail X,701,2
Mounting,Derring Vambraces X,701,5
Spirit,Derring Vambraces X,701,1
Fire Atk,Derring Vambraces X,701,5
Mounting,Derring Faulds X,701,2
Fire Atk,Derring Faulds X,701,3
Spirit,Derring Faulds X,701,2
Fire Atk,Derring Greaves X,701,7
Spirit,Derring Greaves X,701,3
Thunder Atk,Artian Mail X,702,1
Resilience,Artian Mail X,702,2
Thunder Atk,Artian Vambraces X,702,5
Speed Setup,Artian Vambraces X,702,3
Speed Setup,Artian Coil X,702,5
Resilience,Artian Coil X,702,5
Thunder Atk,Artian Greaves X,702,6
Speed Setup,Artian Greaves X,702,2
Resilience,Artian Greaves X,702,3
Speed Setup,Artian Helm XR,703,8
Def Lock,Artian Mail XR,703,7
Distance Runner,Artian Mail XR,703,4
Def Lock,Artian Braces XR,703,5
Speed Setup,Artian Braces XR,703,6
Thunder Atk,Artian Coil XR,703,8
Distance Runner,Artian Coil XR,703,3
Thunder Atk,Artian Greaves XR,703,8
Distance Runner,Artian Greaves XR,703,3
Fate,Maiden's Hat X,704,2
Team Player,Maiden's Hat X,704,2
Brutality,Maiden's Hat X,704,2
Fate,Maiden's Suit X,704,2
Team Player,Maiden's Suit X,704,2
Brutality,Maiden's Suit X,704,1
Fate,Maiden's Gloves X,704,2
Team Player,Maiden's Gloves X,704,2
Brutality,Maiden's Gloves X,704,2
Fate,Maiden's Skirt X,704,2
Team Player,Maiden's Skirt X,704,2
Brutality,Maiden's Skirt X,704,3
Fate,Maiden's Socks X,704,2
Team Player,Maiden's Socks X,704,2
Brutality,Maiden's Socks X,704,2
Psychic,Dianthus Masacap,705,2
Perception,Dianthus Masacap,705,2
Insight,Dianthus Masacap,705,2
Endurance,Dianthus Masacap,705,2
Psychic,Dianthus Masajacket,705,2
Perception,Dianthus Masajacket,705,2
Insight,Dianthus Masajacket,705,2
Endurance,Dianthus Masajacket,705,2
Psychic,Dianthus Masasleeves,705,2
Perception,Dianthus Masasleeves,705,2
Insight,Dianthus Masasleeves,705,2
Endurance,Dianthus Masasleeves,705,2
Psychic,Dianthus Masaskirt,705,2
Perception,Dianthus Masaskirt,705,2
Insight,Dianthus Masaskirt,705,2
Endurance,Dianthus Masaskirt,705,2
Psychic,Dianthus Masapants,705,2
Perception,Dianthus Masapants,705,2
Insight,Dianthus Masapants,705,2
Endurance,Dianthus Masapants,705,2
Frenzy Res,Hawkhat X,706,1
Constitution,Hawkhat X,706,5
Eating,Hawkhat X,706,2
Frenzy Res,Hawksuit X,706,3
Constitution,Hawksuit X,706,4
Eating,Hawksuit X,706,3
Frenzy Res,Hawkbraces X,706,3
Constitution,Hawkbraces X,706,1
Eating,Hawkbraces X,706,4
Frenzy Res,Hawkcoil X,706,3
Constitution,Hawkcoil X,706,1
Eating,Hawkcoil X,706,3
Constitution,Hawkboots X,706,4
Eating,Hawkboots X,706,3
Capturer,Scholarly Hood X,707,2
Biology,Scholarly Hood X,707,4
Capturer,Scholarly Suit X,707,3
Capturer,Scholarly Grips X,707,3
Biology,Scholarly Grips X,707,3
Capturer,Scholarly Sash X,707,4
Biology,Scholarly Sash X,707,4
Capturer,Scholarly Boots X,707,3
Biology,Scholarly Boots X,707,4
Dragon Atk,Dober Helm X,708,3
Blight Res,Dober Helm X,708,2
Crit Element,Dober Helm X,708,2
Stun,Dober Mail X,708,3
Blight Res,Dober Mail X,708,2
Crit Element,Dober Mail X,708,2
Stun,Dober Vambraces X,708,5
Blight Res,Dober Vambraces X,708,1
Crit Element,Dober Vambraces X,708,2
Stun,Dober Coil X,708,2
Dragon Atk,Dober Coil X,708,3
Blight Res,Dober Coil X,708,2
Crit Element,Dober Coil X,708,2
Dragon Atk,Dober Greaves X,708,4
Blight Res,Dober Greaves X,708,3
Crit Element,Dober Greaves X,708,2
Evasion,Scholar's Beret X,709,2
Maestro,Scholar's Beret X,709,4
Sense,Scholar's Beret X,709,-2
Evasion,Scholar's Blouse X,709,3
Maestro,Scholar's Blouse X,709,2
Sense,Scholar's Blouse X,709,-2
Evasion,Scholar's Gloves X,709,4
Maestro,Scholar's Gloves X,709,3
Sense,Scholar's Gloves X,709,-2
Evasion,Scholar's Skirt X,709,3
Maestro,Scholar's Skirt X,709,1
Sense,Scholar's Skirt X,709,-2
Evasion,Scholar's Socks X,709,3
Sense,Scholar's Socks X,709,-2
Evasion,Sailor Hat X,710,3
FastCharge,Sailor Hat X,710,4
Sense,Sailor Hat X,710,-2
Evasion,Sailor Suit X,710,3
FastCharge,Sailor Suit X,710,2
Sense,Sailor Suit X,710,-2
Evasion,Sailor Gloves X,710,2
FastCharge,Sailor Gloves X,710,3
Sense,Sailor Gloves X,710,-2
Evasion,Sailor Skirt X,710,4
FastCharge,Sailor Skirt X,710,1
Sense,Sailor Skirt X,710,-2
Evasion,Sailor Socks X,710,3
Sense,Sailor Socks X,710,-2
Status,Mariner Hood X,711,2
Chain Crit,Mariner Hood X,711,2
Expert,Mariner Hood X,711,2
Status,Mariner Suit X,711,2
Chain Crit,Mariner Suit X,711,1
Expert,Mariner Suit X,711,1
Status,Mariner Gloves X,711,3
Chain Crit,Mariner Gloves X,711,3
Expert,Mariner Gloves X,711,3
Status,Mariner Skirt X,711,4
Chain Crit,Mariner Skirt X,711,1
Expert,Mariner Skirt X,711,2
Status,Mariner Socks X,711,4
Chain Crit,Mariner Socks X,711,3
Expert,Mariner Socks X,711,2
Water Atk,Slagtoth Hood X,712,3
Rec Speed,Slagtoth Hood X,712,6
Water Atk,Slagtoth Cloak X,712,7
Rec Speed,Slagtoth Cloak X,712,3
Attack,Jaggi Helm X,713,5
Fire Atk,Jaggi Helm X,713,3
Health,Jaggi Helm X,713,1
Attack,Jaggi Mail X,713,3
Health,Jaggi Mail X,713,3
Fire Atk,Jaggi Vambraces X,713,4
Attack,Jaggi Vambraces X,713,2
Health,Jaggi Vambraces X,713,2
